Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,sigma2_s,sigma2_r,varsigma
4.0,23,0.46,,,,,,,,
4.0,24,0.46,21.679808822116375,-3.973507341473765,-3.7970221517300256,0.050626672998223377,0.029373327001776528,5.502899238937326,73.43331750444202,-0.8605735246514996
4.0,25,0.46,21.829086004786518,-3.897361782447584,-3.7214848200446906,0.050237967866820776,0.02976203213317911,5.460648681176174,37.20254016647409,-0.7440112270709025
4.0,26,0.46,20.132618621616466,-3.8102498150269306,-3.6268453377866656,0.05498170614103496,0.025018293858965018,5.976272406634233,20.848578215804235,-0.5544226888156315
4.0,27,0.46,18.78716245943791,-3.6993947469425974,-3.5091450747522535,0.059239062708369546,0.020760937291630366,6.439028555257564,12.975585807269008,-0.336682312095165
4.0,28,0.46,17.900340749969203,-3.5629125417196055,-3.3674147994948607,0.06239063904484081,0.01760936095515907,6.781591200526176,8.80468047757959,-0.12979943624973977
4.0,29,0.46,17.285975535030502,-3.402429572195042,-3.2031627775927194,0.06466936484864501,0.015330635151354851,7.029278787896201,6.387764646397894,0.04781337592293923
4.0,30,0.46,16.855741065388855,-3.2207218565291034,-3.0185507548565775,0.066373580376098,0.013626419623901887,7.214519606097611,4.86657843710785,0.19434832501092636
4.0,31,0.46,16.546329077238354,-3.020777204458894,-2.8164271404476757,0.06764002596023917,0.012359974039760713,7.352176734808608,3.8624918874252505,0.3111714634585649
4.0,32,0.46,16.325763746922405,-2.8057377952450078,-2.5998144382425683,0.06855611987091,0.0114438801290899,7.451752159881521,3.1788555914138854,0.40194283040374207
4.0,33,0.46,16.17006243917109,-2.578913117923111,-2.371868625599261,0.06920986705205448,0.010790132947945444,7.5228116360928805,2.6975332369863683,0.47212481173863974
4.0,34,0.46,16.077993936165797,-2.3437701652056786,-2.1360586673594932,0.06959917938917679,0.010400820610823102,7.565128194475738,2.3638228660961773,0.5238524489292792
4.0,35,0.46,16.03775680944422,-2.103910075603035,-1.895905941966543,0.06977008868260744,0.01022991131739249,7.583705291587766,2.131231524456778,0.5612464466187823
4.0,36,0.46,16.04852999671133,-1.8630056137469748,-1.655079831136684,0.06972432900805219,0.010275670991947759,7.5787314139187165,1.9760905753745772,0.5863678930724412
4.0,37,0.46,16.112429974332876,-1.6247585233074486,-1.417297011976548,0.06945322160261336,0.010546778397386596,7.549263217675366,1.8833532852476103,0.600672139132552
