Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,sigma2_s,sigma2_r,varsigma
4.0,29,0.58,,,,,,,,
4.0,30,0.58,-13.462427059035237,0.23861808848416596,0.589006284493185,0.040040980668781555,0.03995901933121833,3.4518086783432405,99.89754832804756,-0.9332011581237067
4.0,31,0.58,,,,,,,,
4.0,32,0.58,,,,,,,,
4.0,33,0.58,,,,,,,,
4.0,34,0.58,,,,,,,,
4.0,35,0.58,,,,,,,,
4.0,36,0.58,,,,,,,,
4.0,37,0.58,,,,,,,,
4.0,38,0.58,,,,,,,,
4.0,39,0.58,,,,,,,,
4.0,40,0.58,,,,,,,,
4.0,41,0.58,,,,,,,,
4.0,42,0.58,,,,,,,,
4.0,43,0.58,,,,,,,,
4.0,44,0.58,,,,,,,,
4.0,45,0.58,,,,,,,,
4.0,46,0.58,,,,,,,,
4.0,47,0.58,,,,,,,,
4.0,48,0.58,,,,,,,,
4.0,49,0.58,,,,,,,,
4.0,50,0.58,,,,,,,,
4.0,51,0.58,,,,,,,,
4.0,52,0.58,,,,,,,,
4.0,53,0.58,,,,,,,,
4.0,54,0.58,,,,,,,,
4.0,55,0.58,,,,,,,,
4.0,56,0.58,-19.611099913876085,-0.18599642179282713,0.135411591916364,0.023412207299507846,0.056587792700492086,2.018293732716196,5.2396104352307535,-0.4438356621930673
4.0,57,0.58,-15.843191156894099,-0.25876082994341537,0.07599337805924923,0.03188931555270275,0.04811068444729714,2.749078926957137,4.295596825651535,-0.2195300327515736
4.0,58,0.58,-13.472398025353773,-0.35030340389708564,2.98227999259926e-15,0.039999999999999696,0.040000000000000195,3.448275862068942,3.4482758620689884,-6.696865284538944e-15
4.0,59,0.58,-12.001076341987483,-0.46525134912552646,-0.1006928859091515,0.04675193825639431,0.03324806174360566,4.030339504861577,2.7706718119671416,0.1852177028109715
4.0,60,0.58,-11.143834425345329,-0.6071380544955204,-0.23211782107239454,0.051511988380424485,0.028488011619575426,4.44068865348487,2.2974202919012487,0.318081583268435
4.0,61,0.58,-10.659809904438424,-0.7754282104599965,-0.3936579579578818,0.05452612939773834,0.025473870602261597,4.700528396356756,1.9901461408016887,0.4050985054649179
4.0,62,0.58,-10.365855597981573,-0.9656694123106444,-0.5794169714211299,0.05649552747287698,0.023504472527122948,4.8703040924893966,1.7806418581153776,0.46454478164765034
4.0,63,0.58,-10.168133177153804,-1.1732883923211022,-0.7839084208041519,0.057871702420172796,0.02212829757982709,4.988939863808003,1.6270807043990543,0.5081391638297179
4.0,64,0.58,-10.033636390677739,-1.3945023794007565,-1.0028858426782654,0.05884332496135245,0.021156675038647477,5.072700427702797,1.5111910741891095,0.5409428986626336
4.0,65,0.58,-9.947210965816822,-1.6257510397349952,-1.2326516355443649,0.059482906686801555,0.02051709331319836,5.127836783344963,1.4247981467498898,0.5651220731965103
4.0,66,0.58,-9.901326139895122,-1.8634066203753155,-1.469515677196425,0.05982447533634891,0.02017552466365093,5.157282356581807,1.3632111259223656,0.58186872524905
4.0,67,0.58,-9.89334935149251,-2.1037549977166923,-1.7097248493877084,0.059884611796070714,0.020115388203929108,5.1624665341440314,1.3233808028900795,0.5919173751335185
4.0,68,0.58,-9.922376931576832,-2.343046438849801,-1.9495186336367873,0.059667772323050046,0.02033222767694981,5.143773476125007,1.3033479280096079,0.5956806623266764
4.0,69,0.58,-9.990177652874031,-2.5775523535438,-2.1851941488089586,0.05916306079049808,0.02083693920950187,5.100263861249833,1.3023087005938703,0.5931920527211164
4.0,70,0.58,-10.102070547537565,-2.803607997460871,-2.4131541067832036,0.058342014588626194,0.021657985411373672,5.0294840162608825,1.3206088665471787,0.5840662834641263
4.0,71,0.58,-10.269434094935484,-3.017648448852462,-2.62988501205528,0.05716080452989432,0.022839195470105562,4.927655562921926,1.359475920839622,0.5675369842826138
4.0,72,0.58,-10.508733997695753,-3.216213039354044,-2.8321641042834966,0.055526548426282275,0.024473451573717657,4.786771416058818,1.4228750914952142,0.5417210658402898
4.0,73,0.58,-10.850926849406225,-3.3960064688082765,-3.0170046477123376,0.05330084451006592,0.026699155489933988,4.594900388798787,1.5169974710189793,0.5035920083048605
4.0,74,0.58,-11.347262262815963,-3.5541904690348782,-3.181837982929091,0.050315205513353674,0.0296847944866463,4.337517716668419,1.6491552492581296,0.4490578461043789
4.0,75,0.58,-12.052596804745175,-3.6891822378746326,-3.3251961101934855,0.04648796140048063,0.033512038599519324,4.007582879351777,1.821306445626052,0.37507598992438257
4.0,76,0.58,-12.967027628450937,-3.8017346983658378,-3.446968051992261,0.04214804599081581,0.037851954009184036,3.6334522405875735,2.0134018089991557,0.2868943339711397
4.0,77,0.58,-13.738410911049076,-3.8968626081035733,-3.5486768802848467,0.038944752852209136,0.041055247147790803,3.357306280362858,2.1382941222807728,0.2218160107666645
4.0,78,0.58,-12.185506472196794,-4.002598178633351,-3.6400742101718517,0.045813435198741564,0.034186564801258305,3.9494340688570335,1.7442124898601228,0.3873126925345665
4.2,29,0.58,,,,,,,,
4.2,30,0.58,-12.550356332926688,0.2563001225978194,0.6150260396439265,0.044040789991952975,0.039959210008046926,3.7966198268924973,99.89802502011912,-0.9267730781566602
4.2,31,0.58,,,,,,,,
4.2,32,0.58,,,,,,,,
4.2,33,0.58,,,,,,,,
4.2,34,0.58,,,,,,,,
4.2,35,0.58,,,,,,,,
4.2,36,0.58,,,,,,,,
4.2,37,0.58,,,,,,,,
4.2,38,0.58,,,,,,,,
4.2,39,0.58,,,,,,,,
4.2,40,0.58,,,,,,,,
4.2,41,0.58,,,,,,,,
4.2,42,0.58,,,,,,,,
4.2,43,0.58,,,,,,,,
4.2,44,0.58,,,,,,,,
4.2,45,0.58,,,,,,,,
4.2,46,0.58,,,,,,,,
4.2,47,0.58,,,,,,,,
4.2,48,0.58,,,,,,,,
4.2,49,0.58,,,,,,,,
4.2,50,0.58,,,,,,,,
4.2,51,0.58,,,,,,,,
4.2,52,0.58,,,,,,,,
4.2,53,0.58,,,,,,,,
4.2,54,0.58,,,,,,,,
4.2,55,0.58,,,,,,,,
4.2,56,0.58,-18.819729350942143,-0.19006880395242087,0.1333463856057168,0.024871252112888594,0.05912874788711136,2.144073458007638,5.4748840636214275,-0.4371740616952021
4.2,57,0.58,-15.260129275738757,-0.26316495663995937,0.074739437668842,0.03363033005731606,0.05036966994268385,2.8991663842513886,4.497291959168206,-0.2160663253567326
4.2,58,0.58,-13.00054400283016,-0.3544577198262074,2.886579864025407e-15,0.04199999999999969,0.04200000000000019,3.62068965517239,3.620689655172438,-6.623273358335219e-15
4.2,59,0.58,-11.573421867293636,-0.46857542887499004,-0.0990685958150989,0.0490320205948458,0.03496797940515407,4.226898327141884,2.9139982837628464,0.18385646998083294
4.2,60,0.58,-10.72660574423252,-0.6093024501911809,-0.22852176814072672,0.054091182748521496,0.029908817251478453,4.663032995562197,2.412001391248266,0.3181654648223882
4.2,61,0.58,-10.245657031075828,-0.7766210817391603,-0.38848147198907323,0.05732655682732814,0.026673443172671785,4.941944554080014,2.083862747864985,0.4067976366820946
4.2,62,0.58,-9.956542984619091,-0.9663390916484987,-0.5734006700174138,0.059413438730983634,0.02458656126901628,5.121848166464107,1.8626182779557834,0.46663978049636495
4.2,63,0.58,-9.765924550857445,-1.173705470311471,-0.7774382063676273,0.06085160755352372,0.023148392446476217,5.245828237372733,1.702087679887961,0.5100436734821538
4.2,64,0.58,-9.636006984435701,-1.3947718990696458,-0.9961848529392647,0.06185603560954241,0.0221439643904575,5.33241686289159,1.5817117421755391,0.542469678386845
4.2,65,0.58,-9.552736929448928,-1.6259102825353546,-1.2257920321407285,0.06251487733501987,0.021485122664979983,5.389213563363786,1.4920224072902832,0.566350459814717
4.2,66,0.58,-9.508801643428384,-1.8634709668721325,-1.46253116841955,0.06286655610191275,0.021133443898087096,5.419530698440757,1.4279353985194052,0.5829302757254052
4.2,67,0.58,-9.501055653508843,-2.103729971471619,-1.7026453303754185,0.06292855866135881,0.02107144133864106,5.424875746668866,1.3862790354369168,0.5929386191372603
4.2,68,0.58,-9.528949445655096,-2.3429301891953718,-1.9423671354801224,0.06270528358306814,0.021294716416931758,5.405627895092084,1.3650459241622954,0.5967769351758194
4.2,69,0.58,-9.593946867202098,-2.5773350706816682,-2.177987406924711,0.06218501354203148,0.02181498645796843,5.360777029485476,1.36343665362303,0.5944695639140567
4.2,70,0.58,-9.702213648143811,-2.803270685820712,-2.405873535293119,0.061340487978880066,0.022659512021119866,5.287973101627592,1.3816775622634105,0.5856821798047951
4.2,71,0.58,-9.86263151844847,-3.0171544679030684,-2.6225870247192193,0.06011677262856147,0.0238832273714384,5.182480399013922,1.4216206768713382,0.5694733740334905
4.2,72,0.58,-10.091612532207645,-3.215508351568566,-2.824878113128712,0.05841825107669852,0.02558174892330135,5.0360561273016,1.4873109839128744,0.5440051254034123
4.2,73,0.58,-10.422368720144897,-3.395043259163668,-3.009667614876542,0.05610978498666986,0.02789021501333003,4.837050429885335,1.5846713075755734,0.5064652838096537
4.2,74,0.58,-10.896780854324144,-3.552985974224382,-3.1746206764062896,0.05301457595771605,0.03098542404228387,4.570222065320351,1.7214124467935508,0.45279324681713595
4.2,75,0.58,-11.563847730094382,-3.6879278365101458,-3.318304695832994,0.04908514914550158,0.034914850854498296,4.231478374612209,1.897546242092302,0.3807999279622455
4.2,76,0.58,-12.40863077241943,-3.8009016825763524,-3.440761703632755,0.04471184243176107,0.03928815756823878,3.854469175151821,2.089795615331855,0.2968699447314455
4.2,77,0.58,-13.069739508647457,-3.897313365028863,-3.5434835394327013,0.04169866232999088,0.04230133767000901,3.5947122698268035,2.2031946703129734,0.24000343811663233
4.2,78,0.58,-11.498512803276853,-4.007481269827667,-3.637063574064017,0.0494479337131836,0.0345520662868163,4.2627529063089336,1.7628605248375688,0.4148776568621838
4.4,29,0.58,,,,,,,,
4.4,30,0.58,-11.756108477348251,0.2738920029818495,0.6412449052427188,0.04804037773098017,0.039959622269019744,4.141411873360358,99.89905567255117,-0.920388441708361
4.4,31,0.58,,,,,,,,
4.4,32,0.58,,,,,,,,
4.4,33,0.58,,,,,,,,
4.4,34,0.58,,,,,,,,
4.4,35,0.58,,,,,,,,
4.4,36,0.58,,,,,,,,
4.4,37,0.58,,,,,,,,
4.4,38,0.58,,,,,,,,
4.4,39,0.58,,,,,,,,
4.4,40,0.58,,,,,,,,
4.4,41,0.58,,,,,,,,
4.4,42,0.58,,,,,,,,
4.4,43,0.58,,,,,,,,
4.4,44,0.58,,,,,,,,
4.4,45,0.58,,,,,,,,
4.4,46,0.58,,,,,,,,
4.4,47,0.58,,,,,,,,
4.4,48,0.58,,,,,,,,
4.4,49,0.58,,,,,,,,
4.4,50,0.58,,,,,,,,
4.4,51,0.58,,,,,,,,
4.4,52,0.58,,,,,,,,
4.4,53,0.58,,,,,,,,
4.4,54,0.58,,,,,,,,
4.4,55,0.58,,,,,,,,
4.4,56,0.58,-18.09851376455215,-0.1943058351758997,0.13124513367881524,0.02632730928180689,0.06167269071819309,2.2695956277419738,5.710434325758623,-0.4311811757683012
4.4,57,0.58,-14.717482966430431,-0.26755701766792395,0.07364000876790257,0.035386582935282865,0.05261341706471709,3.0505674944209367,4.697626523635462,-0.21257328164165962
4.4,58,0.58,-12.559072182316502,-0.35864039504333173,2.720046410331633e-15,0.0439999999999997,0.0440000000000002,3.7931034482758363,3.7931034482758874,-6.731988703863449e-15
4.4,59,0.58,-11.1792015300049,-0.47205937374201046,-0.09750941478415058,0.05130091091614889,0.03669908908385105,4.422492320357663,3.05825742365426,0.18236606535266403
4.4,60,0.58,-10.343443612333276,-0.6116628129157293,-0.22506072105605965,0.056649419917850836,0.031350580082149054,4.88357068257335,2.5282725872700915,0.317774946063182
4.4,61,0.58,-9.863029351276985,-0.7779496908144247,-0.38338920624420997,0.06011376586696707,0.027886234133032827,5.182221195428197,2.1786120416431953,0.40805287350593866
4.4,62,0.58,-9.576319889196965,-0.9670810811964967,-0.5674038097173779,0.06232610819397011,0.02567389180602982,5.372940361549151,1.9449918034871099,0.4684313110252855
4.4,63,0.58,-9.391091149869485,-1.17415911393249,-0.7709501880979378,0.06383075170116502,0.024169248298834902,5.502651008721124,1.7771506102084524,0.5117585057297852
4.4,64,0.58,-9.266345243431152,-1.3950610895158948,-0.9894020020754042,0.06487312729827728,0.023126872701722603,5.592510973989422,1.651919478694478,0.5439477293670536
4.4,65,0.58,-9.186090336932933,-1.6260803228145082,-1.2188253309435384,0.06555302954623923,0.022446970453760675,5.6511232367447635,1.558817392622273,0.5675921695463054
4.4,66,0.58,-9.143930803950845,-1.8635397076954938,-1.4554368325842308,0.06591473042696475,0.022085269573035148,5.682304347152133,1.4922479441240024,0.5840164281920435
4.4,67,0.58,-9.136491636483798,-2.103703240917406,-1.6954507544378261,0.06597855355863554,0.022021446441364428,5.687806341261684,1.4487793711423982,0.5939852950622372
4.4,68,0.58,-9.163254878154424,-2.3428061586302023,-1.9350919158754303,0.06574894266404979,0.022251057335950137,5.668012298624983,1.4263498292275758,0.5978920152305991
4.4,69,0.58,-9.226097258472974,-2.5771033882936036,-2.1706458576813734,0.06521319197845386,0.022786808021546007,5.621826894694301,1.4241755013466304,0.5957493565012529
