Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,16.0,0.32,,,,,,
2.0,17.0,0.32,5.657636664964839,-4.12108983360387,-2.929775964752413,0.042380938767938664,0.03761906123206124,0.05952346919846786
2.0,18.0,0.32,8.442779302610374,-3.9092551907995685,-2.73354594427773,0.02713459238654517,0.05286540761345471,-0.3216351903363697
2.0,19.0,0.32,8.437530976000996,-3.7958708543540682,-2.6201509689400146,0.027152777908618697,0.05284722209138118,-0.3211805522845315
2.0,20.0,0.32,7.779462598236287,-3.675004571879115,-2.4976748754987397,0.029639937427299666,0.05036006257270027,-0.2590015643175078
2.0,21.0,0.32,7.145427901565944,-3.5363304042783583,-2.356731319231111,0.032509020681174346,0.047490979318825566,-0.18727448297064048
2.0,22.0,0.32,6.643451601849256,-3.3781112507843383,-2.1958951019248496,0.03523355326788415,0.04476644673211574,-0.11916116830289497
2.0,23.0,0.32,6.2705485461440045,-3.2006075494353805,-2.0157320091031616,0.03760346923257589,0.04239653076742401,-0.05991326918560155
2.0,24.0,0.32,6.002772007471063,-3.005269129245348,-1.817967848517729,0.039533039206316456,0.0404669607936835,-0.01167401984208802
2.0,25.0,0.32,5.817068661804316,-2.794526540053265,-1.6052078545070803,0.041010156094388975,0.03898984390561099,0.025253902359724797
2.0,26.0,0.32,5.693791866539364,-2.5715053186731613,-1.3806759542593,0.042057880584392075,0.03794211941560783,0.05144701460980314
2.0,27.0,0.32,5.620916437164827,-2.339761972955199,-1.1479560279281484,0.04270904563986514,0.03729095436013482,0.06772614099662906
2.0,28.0,0.32,5.590348591511815,-2.1030869164305805,-0.910860393809313,0.04298632800534662,0.037013671994653365,0.07465820013366574
2.0,29.0,0.32,5.59998316133291,-1.8654063877429217,-0.6733199033976691,0.042896098331776496,0.03710390166822351,0.07240245829441228
2.0,30.0,0.32,5.65347738268826,-1.6307787289487334,-0.4394091228690924,0.042418103273144346,0.03758189672685559,0.060452581828609464
2.0,31.0,0.32,5.7600608632380785,-1.4034623314941912,-0.21345711958615052,0.041490028740099244,0.038509971259900716,0.03725071850248162
2.0,32.0,0.32,5.942812169144117,-1.1879279953331614,0.0,0.03999999999999998,0.03999999999999998,0.0
2.0,33.0,0.32,6.241390203458216,-0.9885002152831909,0.1966175103928731,0.03780419069864698,0.0421958093013529,-0.054895232533824084
2.0,34.0,0.32,6.714519382060703,-0.8083676488228378,0.37341664064173036,0.034816932849996124,0.04518306715000382,-0.12957667875009632
2.0,35.0,0.32,7.442388332759779,-0.648767708985327,0.5296563207951234,0.031097457958741314,0.0489025420412586,-0.2225635510314663
2.0,36.0,0.32,8.535869301413815,-0.5093689352904688,0.666155187782949,0.026814938270317105,0.05318506172968285,-0.32962654324207197
2.0,37.0,0.32,10.168133177153871,-0.38937997151694825,0.7839084208041562,0.022128297579827424,0.057871702420172505,-0.4467925605043139
2.0,38.0,0.32,12.627461249274074,-0.28818010108939646,0.8835245384049478,0.017110665299059306,0.06288933470094057,-0.5722333675235168
2.0,39.0,0.32,16.411371768650735,-0.20531048816684064,0.9654319222599552,0.011800933193744851,0.06819906680625502,-0.7049766701563782
2.0,40.0,0.32,,,,,,
2.0,41.0,0.32,,,,,,
2.0,42.0,0.32,,,,,,
2.0,43.0,0.32,,,,,,
2.0,44.0,0.32,,,,,,
2.0,45.0,0.32,,,,,,
2.0,46.0,0.32,,,,,,
2.0,47.0,0.32,,,,,,
2.0,48.0,0.32,,,,,,
2.0,49.0,0.32,,,,,,
2.0,50.0,0.32,,,,,,
2.0,51.0,0.32,,,,,,
2.0,52.0,0.32,,,,,,
2.0,53.0,0.32,,,,,,
2.0,54.0,0.32,,,,,,
2.0,55.0,0.32,,,,,,
2.0,56.0,0.32,,,,,,
2.0,57.0,0.32,,,,,,
2.0,58.0,0.32,,,,,,
2.0,59.0,0.32,,,,,,
2.0,60.0,0.32,,,,,,
2.0,61.0,0.32,,,,,,
2.0,62.0,0.32,,,,,,
2.0,63.0,0.32,,,,,,
2.0,64.0,0.32,,,,,,
2.0,65.0,0.32,5.938161793442997,0.5492105292167206,1.7371873018193815,0.04003628689156944,0.03996371310843047,0.0009071722892371227
2.1,16.0,0.32,,,,,,
2.1,17.0,0.32,5.268678097549591,-4.1404593809647965,-2.943048613721452,0.04618688240575941,0.03781311759424046,0.09968767632760667
2.1,18.0,0.32,7.827761235881037,-3.9133649133769994,-2.736174324803049,0.029442547465873634,0.05455745253412636,-0.2989869650982468
2.1,19.0,0.32,7.950908137445934,-3.795740381136741,-2.6188876798833918,0.02895065858704802,0.05504934141295193,-0.31069860507028485
2.1,20.0,0.32,7.385223836413167,-3.6733846783603896,-2.4947529096129633,0.03135838518821824,0.05264161481178165,-0.25337178123289805
2.1,21.0,0.32,6.810235885020576,-3.5340854258856074,-2.3528461976967634,0.034273735198150225,0.049726264801849746,-0.18395868575832772
2.1,22.0,0.32,6.346257912047065,-3.3757437730869224,-2.1914689275028416,0.03709471760094368,0.04690528239905615,-0.1167924380727677
2.1,23.0,0.32,5.997008354450306,-3.1984474182166864,-2.011087880596712,0.03957710704982178,0.044422892950178185,-0.057687927385195334
2.1,24.0,0.32,5.745288673131878,-3.0034966132929686,-1.8133091597285944,0.04161605053497868,0.042383949465021206,-0.009141653929077693
2.1,25.0,0.32,5.569180333548219,-2.7932028036936427,-1.6006686008742423,0.04318457297544605,0.0408154270245539,0.028204118463001752
2.1,26.0,0.32,5.452410024917997,-2.5706213230766233,-1.3763310239293558,0.04430007695477089,0.039699923045229034,0.054763737018355456
2.1,27.0,0.32,5.382790371317296,-2.3392886268926776,-1.1438771503782719,0.0449926570309309,0.03900734296906907,0.07125373883168852
2.1,28.0,0.32,5.354307805265369,-2.103013003675487,-0.9071139587675503,0.0452865952295396,0.03871340477046033,0.07825226736999141
2.1,29.0,0.32,5.364150693901369,-1.8657679416729631,-0.6700373886555113,0.04518501726955183,0.03881498273044809,0.07583374451313989
2.1,30.0,0.32,5.4157027433124005,-1.631691867178029,-0.43682264199474363,0.04466076056139932,0.039339239438600605,0.06335144193807996
2.1,31.0,0.32,5.5204546710511355,-1.4051643393547764,-0.21192191002391705,0.043640898551287985,0.04035910144871193,0.03906901312590546
2.1,32.0,0.32,5.700282374865022,-1.1907426875738631,0.0,0.041999999999999975,0.041999999999999975,0.0
2.1,33.0,0.32,5.9944006219713755,-0.9926947914876576,0.19469209834600476,0.03959745519194765,0.04440254480805228,-0.05720344781076946
2.1,34.0,0.32,6.456990909668248,-0.8139031486881281,0.3695510531645248,0.03637653230407063,0.04762346769592925,-0.13389208799831703
2.1,35.0,0.32,7.160406029294865,-0.6552769951364953,0.5242571210555853,0.03243456262828848,0.0515654373717114,-0.22774850885027326
2.1,36.0,0.32,8.208980327242948,-0.516333617189573,0.6598805368748376,0.027968964086832544,0.05603103591316737,-0.3340722836468435
2.1,37.0,0.32,9.76592455085753,-0.39626726394384143,0.7774382063676324,0.023148392446476502,0.06085160755352336,-0.44884779889341564
2.1,38.0,0.32,12.10266704184269,-0.29451201347720374,0.8774322358271713,0.01804195450841748,0.06595804549158243,-0.5704296545614882
2.1,39.0,0.32,15.679230080922595,-0.21069632629922008,0.9601615393743189,0.012673304736224791,0.07132669526377514,-0.6982546491375048
2.1,40.0,0.32,,,,,,
2.1,41.0,0.32,,,,,,
2.1,42.0,0.32,,,,,,
2.1,43.0,0.32,,,,,,
2.1,44.0,0.32,,,,,,
2.1,45.0,0.32,,,,,,
2.1,46.0,0.32,,,,,,
2.1,47.0,0.32,,,,,,
2.1,48.0,0.32,,,,,,
2.1,49.0,0.32,,,,,,
2.1,50.0,0.32,,,,,,
2.1,51.0,0.32,,,,,,
2.1,52.0,0.32,,,,,,
2.1,53.0,0.32,,,,,,
2.1,54.0,0.32,,,,,,
2.1,55.0,0.32,,,,,,
2.1,56.0,0.32,,,,,,
2.1,57.0,0.32,,,,,,
2.1,58.0,0.32,,,,,,
2.1,59.0,0.32,,,,,,
2.1,60.0,0.32,,,,,,
2.1,61.0,0.32,,,,,,
2.1,62.0,0.32,,,,,,
2.1,63.0,0.32,,,,,,
2.1,64.0,0.32,,,,,,
2.1,65.0,0.32,5.479305954782302,0.5962483167287718,1.7901144288106872,0.04403579911771079,0.03996420088228916,0.048471407564543316
2.2,16.0,0.32,,,,,,
2.2,17.0,0.32,4.941210761507537,-4.1596757893089205,-2.9553550708376166,0.050025648708731926,0.037974351291267965,0.13694656156209065
2.2,18.0,0.32,7.279420872305371,-3.918067220237978,-2.7390273985607108,0.031855300214289256,0.05614469978571068,-0.2760159042206982
2.2,19.0,0.32,7.506992917642798,-3.7958624508752714,-2.617667791036969,0.030805824533615953,0.057194175466384035,-0.29986762423600094
2.2,20.0,0.32,7.025472059317738,-3.671904778014012,-2.49176222731253,0.033117773699819025,0.05488222630018085,-0.247323325004112
2.2,21.0,0.32,6.504984206597548,-3.53191858720617,-2.3488045531961896,0.036072304683449796,0.05192769531655019,-0.18017489355795904
2.2,22.0,0.32,6.076118714866088,-3.37340436625152,-2.186814267715841,0.03898468601810367,0.0490153139818962,-0.11398440867946076
2.2,23.0,0.32,5.749882719493866,-3.1962725849442464,-2.006141807242575,0.04157685865048932,0.04642314134951063,-0.05507139430706033
2.2,24.0,0.32,5.511761806783721,-3.0016914638464924,-1.8083226839106505,0.043722308963979266,0.04427769103602061,-0.006311159909560749
2.2,25.0,0.32,5.345102476950432,-2.7918394750434143,-1.5957828520882515,0.045381593609164585,0.042618406390835396,0.03139985475374078
2.2,26.0,0.32,5.23389276183972,-2.5697055083720195,-1.3716483040086864,0.04656429394128768,0.04143570605871219,0.05827940775653973
2.2,27.0,0.32,5.167865547053644,-2.3387998179977765,-1.1394630438465387,0.04729910373976043,0.04070089626023946,0.07497963044910198
2.2,28.0,0.32,5.140778570933281,-2.102948056517881,-0.9030636163524592,0.04760852719738465,0.040391472802615215,0.08201198175874369
2.2,29.0,0.32,5.150866912585835,-1.86617450124483,-0.6664940351899932,0.047493284744998795,0.040506715255001054,0.07939283511361084
2.2,30.0,0.32,5.201267095440978,-1.6327059910932706,-0.4340424840626179,0.04691827364572066,0.041081726354279244,0.06632440103910708
2.2,31.0,0.32,5.304625376714116,-1.407039128774059,-0.21028961337721716,0.045799314607570266,0.04220068539242968,0.040893513808415764
2.2,32.0,0.32,5.482949281706214,-1.1938086516347854,0.0,0.04399999999999997,0.04399999999999997,0.0
2.2,33.0,0.32,5.772121635289504,-0.9971420468788076,0.19271437361377514,0.04138713809689567,0.0466128619031043,-0.059383225070552624
2.2,34.0,0.32,6.222356094344019,-0.8196221579001653,0.3656536625726534,0.0379352185258431,0.05006478147415678,-0.13783594259447382
2.2,35.0,0.32,6.901148252037532,-0.6619068546242178,0.5188468992340887,0.03377397590277202,0.054226024097227855,-0.23240963857336205
2.2,36.0,0.32,7.906444439653377,-0.5233773981341306,0.6535932284761246,0.029125456272543794,0.05887454372745611,-0.3380578119876403
2.2,37.0,0.32,9.3910911498696,-0.40320892583454915,0.7709501880979444,0.024169248298835266,0.06383075170116473,-0.45069890229919846
2.2,38.0,0.32,11.610500365024022,-0.3008770522552552,0.8713311333998017,0.01897525893831967,0.06902474106168033,-0.5687441150381893
2.2,39.0,0.32,15.000791980716315,-0.21628154803111432,0.9547062412762434,0.013539713898645774,0.07446028610135416,-0.6922792295762321
2.2,40.0,0.32,,,,,,
2.2,41.0,0.32,,,,,,
2.2,42.0,0.32,,,,,,
2.2,43.0,0.32,,,,,,
2.2,44.0,0.32,,,,,,
2.2,45.0,0.32,,,,,,
2.2,46.0,0.32,,,,,,
2.2,47.0,0.32,,,,,,
2.2,48.0,0.32,,,,,,
2.2,49.0,0.32,,,,,,
2.2,50.0,0.32,,,,,,
2.2,51.0,0.32,,,,,,
2.2,52.0,0.32,,,,,,
2.2,53.0,0.32,,,,,,
2.2,54.0,0.32,,,,,,
2.2,55.0,0.32,,,,,,
2.2,56.0,0.32,,,,,,
2.2,57.0,0.32,,,,,,
2.2,58.0,0.32,,,,,,
2.2,59.0,0.32,,,,,,
2.2,60.0,0.32,,,,,,
2.2,61.0,0.32,,,,,,
2.2,62.0,0.32,,,,,,
2.2,63.0,0.32,,,,,,
2.2,64.0,0.32,19.916808093192223,0.12367292814876057,1.2940905743224265,0.008368734460110779,0.07963126553988907,-0.8098014895429364
2.2,65.0,0.32,5.1034168542870795,0.6411299375193089,1.8417697865700844,0.04803532240317189,0.039964677596827945,0.09171187279936319
2.3,16.0,0.32,,,,,,
2.3,17.0,0.32,4.661230802420711,-4.178705596882391,-2.966776264943574,0.053888953870237885,0.03811104612976204,0.17149899717908546
2.3,18.0,0.32,6.789428314301671,-3.9233833214639455,-2.742028743040064,0.03439024467511374,0.05760975532488615,-0.25238598532361345
2.3,19.0,0.32,7.10201576634335,-3.7962472355240755,-2.616459846786486,0.032724827564303734,0.059275172435696216,-0.2885907051238315
2.3,20.0,0.32,6.696158160056451,-3.6705709509053155,-2.4886796903208546,0.0349223225424791,0.057077677457520744,-0.24081907516349652
2.3,21.0,0.32,6.226296671693844,-3.529838184945937,-2.3445950943882132,0.03790809220829663,0.05409190779170322,-0.17591103895007193
2.3,22.0,0.32,5.8298590241480435,-3.371104870894271,-2.181931412636652,0.04090588345008035,0.0510941165499196,-0.11074166412868752
2.3,23.0,0.32,5.52447883338074,-3.1940990200160404,-2.000915081802637,0.043603211466121145,0.04839678853387873,-0.05210409856258251
2.3,24.0,0.32,5.29954623385012,-2.999860528128268,-1.8030234022979594,0.0458519714301332,0.04614802856986676,-0.0032180123884082666
2.3,25.0,0.32,5.1414978088350765,-2.790442482039271,-1.5905725839974576,0.047600311105730896,0.04439968889426896,0.03478937186371678
2.3,26.0,0.32,5.035591071160333,-2.5687603690707053,-1.3666316479425886,0.048850172003054255,0.043149827996945625,0.06196026093596345
2.3,27.0,0.32,4.972599854333768,-2.3382988247259835,-1.1347295809863283,0.04962692597501901,0.04237307402498085,0.07884621684824104
2.3,28.0,0.32,4.947076420605495,-2.102895985929917,-0.8987156950466608,0.04995113965415321,0.042048860345846636,0.08589434030768028
2.3,29.0,0.32,4.957434415505579,-1.8666323270738283,-0.662700013138522,0.049819566305881906,0.04218043369411796,0.08303405012786909
2.3,30.0,0.32,5.007450691072714,-1.6338299546662212,-0.4310809257975826,0.049189128211018354,0.042810871788981554,0.06932887415257398
2.3,31.0,0.32,5.109697976005914,-1.4090917706324935,-0.2085789182933872,0.04796357107916421,0.044036428920835674,0.04268632780791896
2.3,32.0,0.32,5.2859027094404585,-1.1970906717698806,0.0,0.045999999999999965,0.045999999999999965,0.0
2.3,33.0,0.32,5.570064849472494,-1.0018011110395273,0.19072023535893828,0.043176289306886176,0.04882371069311376,-0.06138501506769117
2.3,34.0,0.32,6.007984228702818,-0.8255293076826152,0.36172143445844485,0.039494071702094215,0.05250592829790567,-0.14143322386751603
2.3,35.0,0.32,6.66303754102246,-0.6686590548715259,0.5134363643822131,0.035117898854771984,0.056882101145227945,-0.23656741620060845
2.3,36.0,0.32,7.62571987440268,-0.5304910805466392,0.6473099358951135,0.03028709609359841,0.06171290390640148,-0.3415848675304686
2.3,37.0,0.32,9.041440434778583,-0.41020611221947195,0.7644475655588587,0.02519302404449605,0.06680697595550382,-0.452325564250085
2.3,38.0,0.32,11.15205977515472,-0.30737274392949415,0.8651225713338926,0.019903811829673355,0.07209618817032651,-0.5673084384853613
2.3,39.0,0.32,14.359268351059663,-0.22189725990319412,0.9492385462540583,0.01441609342923203,0.0775839065707679,-0.6866066645819121
2.3,40.0,0.32,19.314554882256154,-0.15381941959414042,1.0166351801735434,0.008881514299348097,0.08311848570065182,-0.8069236021880847
2.3,41.0,0.32,,,,,,
2.3,42.0,0.32,,,,,,
2.3,43.0,0.32,,,,,,
2.3,44.0,0.32,,,,,,
2.3,45.0,0.32,,,,,,
2.3,46.0,0.32,,,,,,
2.3,47.0,0.32,,,,,,
2.3,48.0,0.32,,,,,,
2.3,49.0,0.32,,,,,,
2.3,50.0,0.32,,,,,,
2.3,51.0,0.32,,,,,,
2.3,52.0,0.32,,,,,,
2.3,53.0,0.32,,,,,,
2.3,54.0,0.32,,,,,,
2.3,55.0,0.32,,,,,,
2.3,56.0,0.32,,,,,,
2.3,57.0,0.32,,,,,,
2.3,58.0,0.32,,,,,,
2.3,59.0,0.32,,,,,,
2.3,60.0,0.32,,,,,,
2.3,61.0,0.32,,,,,,
2.3,62.0,0.32,,,,,,
2.3,63.0,0.32,,,,,,
2.3,64.0,0.32,15.938335492372095,0.15512231333295698,1.3259366651101467,0.012357492095358481,0.0796425079046414,-0.7313588674922066
2.3,65.0,0.32,4.7897698256164265,0.6841468039876701,1.8923429677411974,0.05203493913931137,0.03996506086068854,0.1311943291154657
2.4,16.0,0.32,,,,,,
2.4,17.0,0.32,4.418383773054964,-4.197533275633408,-2.9774039057224635,0.05777017979332505,0.03822982020667484,0.2035454123609399
2.4,18.0,0.32,6.354876131037861,-3.9292251832254323,-2.745016677236001,0.03703770503693592,0.058962294963063946,-0.22838114506383397
2.4,19.0,0.32,6.732606800812979,-3.7969007107004042,-2.6152201787358145,0.03471390524748117,0.061286094752518755,-0.2767936406774751
2.4,20.0,0.32,6.394399349928467,-3.669387330165769,-2.4854830580700535,0.03677624497782161,0.05922375502217825,-0.23382822962871533
2.4,21.0,0.32,5.970647238279935,-3.527840382461957,-2.340204346049114,0.039782802895835606,0.056217197104164375,-0.17119160633675806
2.4,22.0,0.32,5.604100959861476,-3.368846435420424,-2.1768151514927734,0.042859297258346425,0.05314070274165347,-0.10709797378444853
2.4,23.0,0.32,5.31844401487391,-3.191935551370431,-1.9954225852787353,0.045656707175342766,0.05034329282465719,-0.04881860051369192
2.4,24.0,0.32,5.10608266524114,-2.9980056324178945,-1.7974196828519962,0.04800486996584139,0.047995130034158534,0.00010145762169643267
2.4,25.0,0.32,4.9557882843039875,-2.789015265046411,-1.5850435416891813,0.049840476433370536,0.04615952356662931,0.03834325902855453
2.4,26.0,0.32,4.8547271291370775,-2.5677906990965935,-1.3613064386726288,0.051156162089725246,0.044843837910274575,0.06575337686927794
2.4,27.0,0.32,4.79411940088831,-2.337788471019169,-1.12971526535807,0.05197329699387534,0.04402670300612454,0.0827770207057376
2.4,28.0,0.32,4.770282849026895,-2.1028606340823526,-0.894113593215808,0.05231110841331043,0.043688891586689434,0.0898147586106355
2.4,29.0,0.32,4.780920268973415,-1.8671465635567546,-0.6587002317901143,0.052160354984200664,0.0438396450157992,0.08667406217084872
2.4,30.0,0.32,4.831309333986549,-1.6350697139885138,-0.4279766759179325,0.0514701537723764,0.04452984622762345,0.07229487025784329
