Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,18.0,0.36,,,,,,
2.0,19.0,0.36,6.963262642984411,-4.074730146380978,-3.2710081989137807,0.0430488067978942,0.03695119320210571,0.07622016994735621
2.0,20.0,0.36,9.37937980537104,-3.904746394031146,-3.124721364649195,0.02959137916682345,0.05040862083317647,-0.26021552082941307
2.0,21.0,0.36,9.195165878936631,-3.7964528900749146,-3.015490095870813,0.030300881482897855,0.04969911851710199,-0.2424779629275521
2.0,22.0,0.36,8.493914450210953,-3.67786620922891,-2.8923894786380155,0.033369302815428284,0.046630697184571655,-0.16576742961429228
2.0,23.0,0.36,7.864006047473325,-3.5406722121106355,-2.7494449368551104,0.036751124652319944,0.04324887534767989,-0.08122188369199951
2.0,24.0,0.36,7.383901995076405,-3.383139267371923,-2.586009790305119,0.03985437629478766,0.04014562370521215,-0.003640592630306102
2.0,25.0,0.36,7.0375707919347725,-3.2055361020057616,-2.4030921250266757,0.042447792057941164,0.03755220794205878,0.06119480144852981
2.0,26.0,0.36,6.793899533169941,-3.009524310483886,-2.2027087125091556,0.044478866878405084,0.0355211331215949,0.11197167196012735
2.0,27.0,0.36,6.627007194915911,-2.797809098475125,-1.9876491792364666,0.04598502273904259,0.03401497726095737,0.14962556847606537
2.0,28.0,0.36,6.516838201166261,-2.5737493139391803,-1.7612074388866459,0.047032722403173605,0.032967277596826314,0.1758180600793413
2.0,29.0,0.36,6.451576449683495,-2.3409921828237756,-1.526964151711609,0.04767748018169846,0.03232251981830143,0.1919370045424632
2.0,30.0,0.36,6.4239653087015105,-2.1033184067708484,-1.2886535353780255,0.04795291787328008,0.0320470821267198,0.1988229468320038
2.0,31.0,0.36,6.4319801866292945,-1.8645823358930758,-1.0501023245577303,0.04787296465888095,0.03212703534111894,0.19682411647202544
2.0,32.0,0.36,6.476769526766381,-1.6286942050097861,-0.8152472424702845,0.04742616412778837,0.032573835872211535,0.18565410319471065
2.0,33.0,0.36,6.5654698388234545,-1.3996737554922902,-0.5881984411681008,0.046565693795832905,0.03343430620416702,0.1641423448958237
2.0,34.0,0.36,6.714519382060702,-1.1817842894645678,-0.3734166406417294,0.045183067150003746,0.03481693284999613,0.12957667875009538
2.0,35.0,0.36,6.959752136762445,-0.979602902953073,-0.17581900158540864,0.04307772655991288,0.036922273440087056,0.07694316399782283
2.0,36.0,0.36,7.363403621088146,-0.7974197487265313,0.0,0.03999999999999991,0.03999999999999991,0.0
2.0,37.0,0.36,8.018218154177985,-0.6375831340121273,0.15204497032372993,0.0358564971812085,0.04414350281879136,-0.10358757046978595
2.0,38.0,0.36,9.052859931396325,-0.4996559208545949,0.2820986526926717,0.0308757107389783,0.04912428926102165,-0.22810723152554205
2.0,39.0,0.36,10.659809904438463,-0.3817702525021134,0.3936579579578864,0.025473870602261608,0.054526129397738266,-0.3631532349434588
2.0,40.0,0.36,13.146919695705593,-0.2824398872798685,0.4889472551993064,0.019932824985665027,0.06006717501433492,-0.501679375358374
2.0,41.0,0.36,17.014676605303304,-0.20106408061199266,0.5681389572363656,0.014268895548342767,0.06573110445165711,-0.6432776112914304
2.0,42.0,0.36,,,,,,
2.0,43.0,0.36,,,,,,
2.0,44.0,0.36,,,,,,
2.0,45.0,0.36,,,,,,
2.0,46.0,0.36,,,,,,
2.0,47.0,0.36,,,,,,
2.0,48.0,0.36,,,,,,
2.0,49.0,0.36,,,,,,
2.0,50.0,0.36,,,,,,
2.0,51.0,0.36,,,,,,
2.0,52.0,0.36,,,,,,
2.0,53.0,0.36,,,,,,
2.0,54.0,0.36,,,,,,
2.0,55.0,0.36,,,,,,
2.0,56.0,0.36,,,,,,
2.0,57.0,0.36,,,,,,
2.0,58.0,0.36,,,,,,
2.0,59.0,0.36,,,,,,
2.0,60.0,0.36,,,,,,
2.0,61.0,0.36,,,,,,
2.0,62.0,0.36,,,,,,
2.0,63.0,0.36,,,,,,
2.0,64.0,0.36,,,,,,
2.0,65.0,0.36,,,,,,
2.0,66.0,0.36,,,,,,
2.0,67.0,0.36,7.358114510475547,0.44125110768656356,1.238745754008235,0.04003757468202714,0.039962425317972707,0.0009393670506804511
2.1,18.0,0.36,,,,,,
