Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,19.0,0.38,,,,,,
2.0,20.0,0.38,8.08681679621503,-4.049039074084307,-3.4126206216962665,0.04363077942337003,0.03636922057662983,0.09076948558425267
2.0,21.0,0.38,10.25261213386164,-3.901847017341647,-3.2895662422786893,0.03171340832628444,0.04828659167371541,-0.20716479184288744
2.0,22.0,0.38,9.930984472956295,-3.797298641726048,-3.182638942089985,0.03306716442454281,0.0469328355754571,-0.17332088938642884
2.0,23.0,0.38,9.199293845281659,-3.6805289703683726,-3.0591502242375883,0.03661013147266728,0.04338986852733267,-0.08474671318331745
2.0,24.0,0.38,8.569467703280843,-3.5443184310737914,-2.9152734269733984,0.040303108818540205,0.03969689118145973,0.007577720463505979
2.0,25.0,0.38,8.098583045596495,-3.387010513286465,-2.750791830661091,0.04354283553475805,0.03645716446524183,0.0885708883689529
2.0,26.0,0.38,7.763604757099499,-3.2090173256667707,-2.566802768591441,0.046144884234253475,0.03385511576574643,0.15362210585633826
2.0,27.0,0.38,7.530013531375741,-3.012305232428288,-2.3654016148058097,0.048123751008500984,0.03187624899149896,0.20309377521252542
2.0,28.0,0.38,7.369524062138241,-2.7998508336448,-2.1494785076622014,0.04956671971051499,0.030433280289484888,0.23916799276287665
2.0,29.0,0.38,7.263728569624294,-2.5751025017944307,-1.9222959523158123,0.050562010812356936,0.029437989187642986,0.26405027030892464
2.0,30.0,0.38,7.200095227116498,-2.3417262758363213,-1.6874186433460807,0.05117289509779109,0.0288271049022088,0.279322377444779
2.0,31.0,0.38,7.173668212136454,-2.1034712701653238,-1.4485182150808917,0.05143425974018198,0.028565740259817975,0.2858564935045502
2.0,32.0,0.38,7.181112459518472,-1.8641471181908669,-1.209375895155752,0.05136062791412763,0.028639372085872295,0.2840156978531919
2.0,33.0,0.38,7.223811197256923,-1.6275922157121372,-0.9738440326941219,0.05094522022009884,0.029054779779901067,0.27363050550247253
2.0,34.0,0.38,7.306475946750886,-1.3976819847821815,-0.7458781038935814,0.050153528953088854,0.02984647104691108,0.2538382238272224
2.0,35.0,0.38,7.442388332759782,-1.178424029780451,-0.5296563207951244,0.048902542041258615,0.031097457958741304,0.2225635510314666
2.0,36.0,0.38,7.659910744628431,-0.9741839230640121,-0.3299357782736558,0.04700674659391063,0.03299325340608931,0.1751686648477667
2.0,37.0,0.38,8.018218154177985,-0.7896281043358573,-0.15204497032372993,0.04414350281879136,0.0358564971812085,0.10358757046978595
2.0,38.0,0.38,8.617083669033066,-0.6283967212738917,0.0,0.03999999999999994,0.03999999999999994,0.0
2.0,39.0,0.38,9.592498893239524,-0.4909530281150625,0.1265629908281303,0.034618524854038754,0.045381475145961095,-0.13453687864902952
2.0,40.0,0.38,11.143834425345394,-0.37502023342312346,0.2321178210723991,0.02848801161957526,0.05151198838042465,-0.28779970951061773
2.0,41.0,0.38,13.598551169796007,-0.2777955754325666,0.3218499514761861,0.022236260516053284,0.05776373948394665,-0.4440934870986674
2.0,42.0,0.38,17.503694862419234,-0.19791797895200766,0.397767219693629,0.016147587613101713,0.06385241238689823,-0.5963103096724569
2.0,43.0,0.38,,,,,,
2.0,44.0,0.38,,,,,,
2.0,45.0,0.38,,,,,,
2.0,46.0,0.38,,,,,,
2.0,47.0,0.38,,,,,,
2.0,48.0,0.38,,,,,,
2.0,49.0,0.38,,,,,,
2.0,50.0,0.38,,,,,,
2.0,51.0,0.38,,,,,,
2.0,52.0,0.38,,,,,,
2.0,53.0,0.38,,,,,,
2.0,54.0,0.38,,,,,,
2.0,55.0,0.38,,,,,,
2.0,56.0,0.38,,,,,,
2.0,57.0,0.38,,,,,,
2.0,58.0,0.38,,,,,,
2.0,59.0,0.38,,,,,,
2.0,60.0,0.38,,,,,,
2.0,61.0,0.38,,,,,,
2.0,62.0,0.38,,,,,,
2.0,63.0,0.38,,,,,,
2.0,64.0,0.38,,,,,,
2.0,65.0,0.38,,,,,,
2.0,66.0,0.38,,,,,,
2.0,67.0,0.38,,,,,,
2.0,68.0,0.38,8.610916366996463,0.3759283936408871,1.0044070434886605,0.04003854920275495,0.03996145079724498,0.000963730068874632
2.1,19.0,0.38,,,,,,
2.1,20.0,0.38,7.61529035240909,-4.058665792882405,-3.4135230647190418,0.047384348830533676,0.036615651169466225,0.12819878167937457
2.1,21.0,0.38,9.661260441355289,-3.90369576476586,-3.2867891503418556,0.03429295216047001,0.049707047839529915,-0.18350113903642765
2.1,22.0,0.38,9.45307117177965,-3.796725608801653,-3.1779121761754987,0.03530067948299813,0.04869932051700182,-0.1595076313571869
2.1,23.0,0.38,8.804664905452306,-3.679063991275354,-3.0531046760825125,0.03884648333257828,0.04515351666742154,-0.07508373017670564
2.1,24.0,0.38,8.224453204204327,-3.5426040628537088,-2.908430908260193,0.042633708010956575,0.04136629198904332,0.015088285975157833
2.1,25.0,0.38,7.78233006125867,-3.3854012184067277,-2.7435487298139227,0.04599102877300321,0.03800897122699667,0.09502449459531616
2.1,26.0,0.38,7.464094095408039,-3.207698276725006,-2.559397901560498,0.04870768522342218,0.03529231477657779,0.1597067910338618
2.1,27.0,0.38,7.240874706791158,-3.0113190119571316,-2.3579733497445785,0.050781409403033204,0.03321859059696673,0.20908117626269626
2.1,28.0,0.38,7.087135779094014,-2.799157935324443,-2.1420802399998458,0.052294014975625,0.03170598502437497,0.24509559465773847
2.1,29.0,0.38,6.985502267241618,-2.574655004197064,-1.9149891897141238,0.05333510829648869,0.03066489170351118,0.26988353086878025
2.1,30.0,0.38,6.925020562148739,-2.341486845271131,-1.6802142082961242,0.053973893617999764,0.030026106382000154,0.2850927051904718
2.1,31.0,0.38,6.899220371381316,-2.1034210127343593,-1.4414620966394354,0.054246656312972104,0.029753343687027745,0.2915870550707667
2.1,32.0,0.38,6.906521618200717,-1.8642853646666238,-1.2025212647083978,0.05416927259812782,0.029830727401872054,0.28974458566971195
2.1,33.0,0.38,6.94781073649172,-1.6279442544986789,-0.9672770859818808,0.053733192255122866,0.03026680774487702,0.27936172036007
2.1,34.0,0.38,7.02786524367721,-1.3983233848665062,-0.7397472187228938,0.052898022584401475,0.031101977415598423,0.25947672820003664
2.1,35.0,0.38,7.160406029294868,-1.1795341161920814,-0.5242571210555864,0.05156543737171148,0.03243456262828846,0.22774850885027417
2.1,36.0,0.38,7.374496835930311,-0.9761047589647921,-0.325845343553346,0.04952043649325325,0.03447956350674671,0.17905801174412556
2.1,37.0,0.38,7.729136878056371,-0.792737657237241,-0.14985663661318235,0.04642808772101239,0.037571912278987554,0.10543066002410525
2.1,38.0,0.38,8.314716470718889,-0.6327591398131762,0.0,0.04199999999999993,0.04199999999999993,0.0
2.1,39.0,0.38,9.253894600264632,-0.4962775954739525,0.12452657775723373,0.03632130282029058,0.04767869717970937,-0.13520707570736668
2.1,40.0,0.38,10.72660574423256,-0.3807806820504527,0.22852176814073102,0.02990881725147849,0.05409118274852143,-0.2878853035362257
