Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,34.0,0.68,,,,,,
2.0,35.0,0.68,-5.938161793442925,0.5492105292167291,1.7371873018193915,0.04003628689156952,0.03996371310843039,0.0009071722892391176
2.0,36.0,0.68,,,,,,
2.0,37.0,0.68,,,,,,
2.0,38.0,0.68,,,,,,
2.0,39.0,0.68,,,,,,
2.0,40.0,0.68,,,,,,
2.0,41.0,0.68,,,,,,
2.0,42.0,0.68,,,,,,
2.0,43.0,0.68,,,,,,
2.0,44.0,0.68,,,,,,
2.0,45.0,0.68,,,,,,
2.0,46.0,0.68,,,,,,
2.0,47.0,0.68,,,,,,
2.0,48.0,0.68,,,,,,
2.0,49.0,0.68,,,,,,
2.0,50.0,0.68,,,,,,
2.0,51.0,0.68,,,,,,
2.0,52.0,0.68,,,,,,
2.0,53.0,0.68,,,,,,
2.0,54.0,0.68,,,,,,
2.0,55.0,0.68,,,,,,
2.0,56.0,0.68,,,,,,
2.0,57.0,0.68,,,,,,
2.0,58.0,0.68,,,,,,
2.0,59.0,0.68,,,,,,
2.0,60.0,0.68,,,,,,
2.0,61.0,0.68,-16.411371768650504,-0.20531048816684228,0.9654319222599524,0.011800933193744482,0.06819906680625551,-0.704976670156388
2.0,62.0,0.68,-12.62746124927403,-0.2881801010893967,0.8835245384049475,0.0171106652990592,0.0628893347009407,-0.5722333675235194
2.0,63.0,0.68,-10.168133177153837,-0.3893799715169483,0.7839084208041572,0.022128297579827007,0.05787170242017293,-0.4467925605043244
2.0,64.0,0.68,-8.535869301413753,-0.5093689352904696,0.6661551877829491,0.026814938270316818,0.05318506172968313,-0.32962654324207913
2.0,65.0,0.68,-7.442388332759708,-0.6487677089853279,0.5296563207951228,0.03109745795874108,0.04890254204125884,-0.22256355103147216
2.0,66.0,0.68,-6.714519382060657,-0.8083676488228392,0.3734166406417299,0.034816932849995846,0.045183067150004086,-0.1295766787501031
2.0,67.0,0.68,-6.241390203458156,-0.9885002152831922,0.19661751039287167,0.03780419069864693,0.04219580930135295,-0.0548952325338253
2.0,68.0,0.68,-5.94281216914406,-1.187927995333163,0.0,0.03999999999999996,0.03999999999999996,0.0
2.0,69.0,0.68,-5.76006086323801,-1.4034623314941896,-0.21345711958614927,0.041490028740099286,0.03850997125990066,0.03725071850248284
2.0,70.0,0.68,-5.653477382688182,-1.6307787289487312,-0.4394091228690895,0.04241810327314445,0.037581896726855434,0.0604525818286128
2.0,71.0,0.68,-5.599983161332827,-1.865406387742919,-0.6733199033976658,0.04289609833177666,0.0371039016682233,0.07240245829441709
2.0,72.0,0.68,-5.590348591511748,-2.1030869164305805,-0.9108603938093116,0.04298632800534665,0.037013671994653316,0.07465820013366672
2.0,73.0,0.68,-5.620916437164735,-2.339761972955198,-1.1479560279281464,0.04270904563986536,0.03729095436013459,0.0677261409966347
2.0,74.0,0.68,-5.693791866539288,-2.571505318673159,-1.3806759542592977,0.04205788058439215,0.03794211941560775,0.051447014609805046
2.0,75.0,0.68,-5.817068661804229,-2.7945265400532637,-1.6052078545070796,0.04101015609438916,0.03898984390561081,0.025253902359729387
2.0,76.0,0.68,-6.002772007471031,-3.005269129245346,-1.8179678485177262,0.03953303920631639,0.04046696079368351,-0.01167401984208907
2.0,77.0,0.68,-6.270548546143923,-3.20060754943538,-2.0157320091031616,0.03760346923257603,0.042396530767423835,-0.05991326918559768
2.0,78.0,0.68,-6.643451601849155,-3.3781112507843365,-2.1958951019248474,0.035233553267884306,0.04476644673211556,-0.11916116830289085
2.0,79.0,0.68,-7.145427901565821,-3.536330404278357,-2.35673131923111,0.03250902068117419,0.047490979318825746,-0.18727448297064458
2.0,80.0,0.68,-7.779462598236175,-3.6750045718791147,-2.4976748754987392,0.029639937427299732,0.05036006257270016,-0.2590015643175057
2.0,81.0,0.68,-8.43753097600087,-3.7958708543540687,-2.620150968940013,0.027152777908618572,0.05284722209138137,-0.3211805522845352
2.0,82.0,0.68,-8.442779302610218,-3.909255190799569,-2.733545944277729,0.027134592386545153,0.05286540761345482,-0.32163519033637095
2.0,83.0,0.68,-5.657636664964756,-4.121089833603874,-2.929775964752417,0.0423809387679388,0.03761906123206112,0.059523469198471055
2.1,34.0,0.68,,,,,,
2.1,35.0,0.68,-5.479305954782206,0.5962483167287843,1.790114428810702,0.044035799117711175,0.039964200882288796,0.04847140756455215
2.1,36.0,0.68,,,,,,
2.1,37.0,0.68,,,,,,
2.1,38.0,0.68,,,,,,
2.1,39.0,0.68,,,,,,
2.1,40.0,0.68,,,,,,
2.1,41.0,0.68,,,,,,
2.1,42.0,0.68,,,,,,
2.1,43.0,0.68,,,,,,
2.1,44.0,0.68,,,,,,
2.1,45.0,0.68,,,,,,
2.1,46.0,0.68,,,,,,
2.1,47.0,0.68,,,,,,
2.1,48.0,0.68,,,,,,
2.1,49.0,0.68,,,,,,
2.1,50.0,0.68,,,,,,
2.1,51.0,0.68,,,,,,
2.1,52.0,0.68,,,,,,
2.1,53.0,0.68,,,,,,
2.1,54.0,0.68,,,,,,
2.1,55.0,0.68,,,,,,
2.1,56.0,0.68,,,,,,
2.1,57.0,0.68,,,,,,
2.1,58.0,0.68,,,,,,
2.1,59.0,0.68,,,,,,
2.1,60.0,0.68,,,,,,
2.1,61.0,0.68,-15.679230080922398,-0.21069632629922141,0.960161539374319,0.012673304736224302,0.07132669526377554,-0.6982546491375161
2.1,62.0,0.68,-12.102667041842665,-0.2945120134772037,0.8774322358271708,0.01804195450841693,0.06595804549158296,-0.5704296545615011
2.1,63.0,0.68,-9.765924550857473,-0.39626726394384204,0.7774382063676328,0.02314839244647608,0.0608516075535238,-0.44884779889342585
2.1,64.0,0.68,-8.20898032724289,-0.5163336171895735,0.6598805368748367,0.027968964086832356,0.0560310359131676,-0.3340722836468483
2.1,65.0,0.68,-7.160406029294793,-0.6552769951364962,0.5242571210555836,0.032434562628288116,0.05156543737171181,-0.22774850885028228
2.1,66.0,0.68,-6.456990909668191,-0.8139031486881294,0.36955105316452413,0.03637653230407035,0.04762346769592959,-0.1338920879983244
2.1,67.0,0.68,-5.994400621971357,-0.9926947914876574,0.19469209834600637,0.039597455191947475,0.04440254480805244,-0.057203447810773446
2.1,68.0,0.68,-5.700282374864957,-1.1907426875738636,0.0,0.04199999999999993,0.04199999999999993,0.0
2.1,69.0,0.68,-5.520454671051065,-1.4051643393547746,-0.21192191002391372,0.04364089855128803,0.040359101448711895,0.03906901312590644
2.1,70.0,0.68,-5.4157027433123455,-1.631691867178027,-0.43682264199473986,0.04466076056139943,0.03933923943860051,0.06335144193808243
2.1,71.0,0.68,-5.364150693901316,-1.8657679416729607,-0.6700373886555078,0.04518501726955194,0.038814982730447985,0.07583374451314236
2.1,72.0,0.68,-5.35430780526532,-2.103013003675485,-0.9071139587675472,0.04528659522953967,0.03871340477046026,0.07825226736999306
2.1,73.0,0.68,-5.382790371317232,-2.3392886268926762,-1.143877150378268,0.044992657030931145,0.03900734296906877,0.07125373883169502
2.1,74.0,0.68,-5.452410024917931,-2.5706213230766224,-1.3763310239293525,0.04430007695477103,0.03969992304522888,0.05476373701835894
2.1,75.0,0.68,-5.569180333548139,-2.793202803693639,-1.6006686008742381,0.043184572975446193,0.040815427024553784,0.028204118463004885
