Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,33.0,0.66,,,,,,
2.0,34.0,0.66,-6.510546591015596,0.4998928422494327,1.4845467504181453,0.04003679270794666,0.03996320729205322,0.0009198176986679858
2.0,35.0,0.66,,,,,,
2.0,36.0,0.66,,,,,,
2.0,37.0,0.66,,,,,,
2.0,38.0,0.66,,,,,,
2.0,39.0,0.66,,,,,,
2.0,40.0,0.66,,,,,,
2.0,41.0,0.66,,,,,,
2.0,42.0,0.66,,,,,,
2.0,43.0,0.66,,,,,,
2.0,44.0,0.66,,,,,,
2.0,45.0,0.66,,,,,,
2.0,46.0,0.66,,,,,,
2.0,47.0,0.66,,,,,,
2.0,48.0,0.66,,,,,,
2.0,49.0,0.66,,,,,,
2.0,50.0,0.66,,,,,,
2.0,51.0,0.66,,,,,,
2.0,52.0,0.66,,,,,,
2.0,53.0,0.66,,,,,,
2.0,54.0,0.66,,,,,,
2.0,55.0,0.66,,,,,,
2.0,56.0,0.66,,,,,,
2.0,57.0,0.66,,,,,,
2.0,58.0,0.66,,,,,,
2.0,59.0,0.66,,,,,,
2.0,60.0,0.66,-16.668724638917844,-0.2034841862606217,0.7583641694812407,0.012863550970433995,0.06713644902956585,-0.6784112257391495
2.0,61.0,0.66,-12.84507223211754,-0.285745500452497,0.6775204681105237,0.018310454200527845,0.06168954579947204,-0.5422386449868032
2.0,62.0,0.66,-10.365855597981604,-0.3862524408895127,0.5794169714211349,0.023504472527122837,0.05649552747287707,-0.41238818682192835
2.0,63.0,0.66,-8.73507657273757,-0.5054786123845217,0.4638296078783628,0.028435306242941754,0.05156469375705813,-0.28911734392645516
2.0,64.0,0.66,-7.659910744628376,-0.6442481447903574,0.32993577827365517,0.03299325340608916,0.047006746593910714,-0.17516866484776966
2.0,65.0,0.66,-6.95975213676239,-0.8037839013676651,0.17581900158540786,0.036922273440086986,0.043077726559912946,-0.07694316399782457
2.0,66.0,0.66,-6.515482240925857,-0.984591301913335,0.0,0.03999999999999995,0.03999999999999995,0.0
2.0,67.0,0.66,-6.241390203458156,-1.1851177256760639,-0.19661751039287167,0.04219580930135295,0.03780419069864693,0.0548952325338253
2.0,68.0,0.66,-6.074813219393514,-1.4016896024757253,-0.4104367368163902,0.043658997984231965,0.03634100201576796,0.09147494960580013
2.0,69.0,0.66,-5.977387857360629,-1.629797247798927,-0.6367778965343599,0.0445664249968344,0.03543357500316554,0.11416062492086086
2.0,70.0,0.66,-5.92879196521765,-1.8650167865289993,-0.8710703506739172,0.045034538449329774,0.03496546155067014,0.1258634612332456
2.0,71.0,0.66,-5.9199053011034675,-2.103185850178391,-1.1090698796363625,0.04512014171405465,0.034879858285945316,0.12800354285136675
2.0,72.0,0.66,-5.948984013217446,-2.340315847661279,-1.3467546241302437,0.044840032928691806,0.03515996707130811,0.12100082321729629
2.0,73.0,0.66,-6.017919776088259,-2.5725111616120606,-1.5802429851539888,0.0441834272960918,0.03581657270390817,0.10458568240229539
2.0,74.0,0.66,-6.1345902796530005,-2.795979906580165,-1.8057514461668034,0.04312185698875961,0.03687814301124029,0.07804642471899159
2.0,75.0,0.66,-6.311041663220459,-3.007116867958599,-2.019684424039598,0.04161177186290523,0.038388228137094714,0.040294296572631505
2.0,76.0,0.66,-6.567381124507973,-3.202694223880137,-2.2187612333986144,0.03961312076400966,0.04038687923599027,-0.009671980899757593
2.0,77.0,0.66,-6.928308032330607,-3.3801892853241045,-2.400281898582303,0.037122556377940326,0.04287744362205958,-0.07193609055149075
2.0,78.0,0.66,-7.421651631880723,-3.538076680580991,-2.562314277894628,0.03422373157189562,0.04577626842810426,-0.14440671070260824
2.0,79.0,0.66,-8.05632243439181,-3.676128342191325,-2.704109418536986,0.031143107674669497,0.048856892325330394,-0.2214223081332615
2.0,80.0,0.66,-8.736040008777248,-3.79605478844343,-2.8267496914719077,0.02843182301644522,0.05156817698355466,-0.28920442458886847
2.0,81.0,0.66,-8.817019557681991,-3.9072423422238107,-2.9381968841451944,0.028140592613253086,0.051859407386746804,-0.2964851846686719
2.0,82.0,0.66,-6.188276914978898,-4.099333234980335,-3.1099971019438,0.04264851255288214,0.037351487447117804,0.06621281382205428
2.1,33.0,0.66,,,,,,
2.1,34.0,0.66,-6.033870864921489,0.5403170727068116,1.53230058872243,0.044036394210128914,0.03996360578987102,0.04848557643164161
2.1,35.0,0.66,,,,,,
2.1,36.0,0.66,,,,,,
