obs_wl_vac(nm)	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	S(a.u.)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"50.4341"	""	""	"a,d"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4374"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4414"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4444"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4500"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4557"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4646"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4686"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4819"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4845"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4885"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.4921"	"50.4920"	"0.0008"	"a"	""	""	""		"0.0000"	"198051"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).7d"	"2P*"	"1/2,3/2"		""	"L6851"	
"50.4961"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5004"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5054"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5110"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5173"	"50.5173"	"0.0008"	"a"	""	""	""		"0.0000"	"197952"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).8s"	"2P*"	"3/2"		""	"L6851"	
"50.5233"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5336"	"50.5336"	"0.0008"	"a"	""	""	""		"0.0000"	"197888"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).8s"	"2P*"	"1/2"		""	"L6851"	
"50.5425"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5485"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5548"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5680"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5763"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5846"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5906"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.5962"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6025"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6161"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6360"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6429"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6489"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6737"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.6883"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7059"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7231"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7321"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7347"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7470"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7566"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7619"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7682"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7824"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.7854"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8000"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8050"	"50.8050"	"0.0008"	"a"	""	""	""		"0.0000"	"196831"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).6d"	"2D*"	"3/2"		""	"L6851"	
"50.8139"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8219"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8318"	"50.8319"	"0.0008"	"a"	""	""	""		"0.0000"	"196727"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).6d"	"2P*"	"1/2"		""	"L6851"	
"50.8457"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8507"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8557"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8623"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8669"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8762"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8825"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8908"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.8954"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9017"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9087"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9163"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9266"	"50.9266"	"0.0008"	"a"	""	""	""		"0.0000"	"196361"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).6d"	"2P*"	"3/2"		""	"L6851"	
"50.9316"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9379"	"50.9378"	"0.0008"	"a"	""	""	""		"0.0000"	"196318"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).7s"	"2P*"	"1/2,3/2"		""	"L6851"	
"50.9514"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9564"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9720"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9793"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9859"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"50.9892"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0025"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0055"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0151"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0233"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0429"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0598"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0671"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0810"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.0913"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1118"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1184"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1509"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1837"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1874"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1933"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.1999"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.2125"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.2205"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.2410"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.2715"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.2874"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3050"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3099"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3401"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3503"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3580"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3695"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.3911"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.4013"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.4100"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.4242"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.4706"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.4898"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.5054"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.5213"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.5266"	"51.5265"	"0.0008"	"a"	""	""	""		"0.0000"	"194075"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).5d"	"2P*"	"3/2"		""	"L6851"	
"51.5607"	"51.5607"	"0.0008"	"a"	""	""	""		"0.0000"	"193946"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).5d"	"2P*"	"1/2"		""	"L6851"	
"51.5819"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.6114"	"51.6113"	"0.0008"	"a"	""	""	""		"0.0000"	"193756"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).5d"	"2D*"	"3/2"		""	"L6851"	
"51.6322"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.6395"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.6630"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.6776"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7203"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7266"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7388"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7445"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7491"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7750"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7796"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.7942"	"51.7941"	"0.0008"	"a"	""	""	""		"0.0000"	"193072"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).6s"	"2P*"	"1/2,3/2"		""	"L6851"	
"51.8548"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.8620"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.9514"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"51.9826"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.0094"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.0398"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.1031"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.1100"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.1478"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.1773"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.2140"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.2541"	""	""	"a,bl"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.3643"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.3689"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.3795"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.3947"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.4633"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.5086"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.5281"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.5864"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.5966"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.6281"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.6582"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.6625"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.6777"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.8508"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.9127"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"52.9435"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.0272"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.1492"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.1780"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.2475"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.2627"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.3593"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.4731"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.5740"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.7109"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.8164"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.8742"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"53.8772"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.0095"	""	""	"a,bl*"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.0095"	"54.0094"	"0.0006"	"a,bl*"	""	""	""		"0.0000"	"185153"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).5s"	"2P*"	"1/2"		""	"L6851"	
"54.2101"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.2455"	"54.2455"	"0.0006"	"a"	""	""	""		"0.0000"	"184347"	"3p6.4s"	"2S"	"1/2"	"3p5.4s.(1P*).5s"	"2P*"	"3/2"		""	"L6851"	
"54.3262"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.3460"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.4871"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.5499"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.7485"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"54.8986"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.0218"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.0905"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.2940"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.3120"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.3860"	""	""	"a,w"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.5810"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"55.5906"	"55.5905"	"0.0006"	"a"	""	""	""		"0.0000"	"179887"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3D*).4s"	"2D*"	"3/2"		""	"L6851"	
"57.1281"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L6851"	
"57.789"	""	""	"a"	""	""	""		""	""	""	""	""	""	""	""		""	"L3602"	
"57.870"	"57.8704"	"0.0013"	"a"	""	""	""		"0.0000"	"172800"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3D*).4s"	"4D*"	"1/2"		""	"L3602"	
"57.930"	"57.9297"	"0.0013"	"a"	""	""	""		"0.0000"	"172623"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3D*).4s"	"4D*"	"3/2"		""	"L3602"	
"61.347"	"61.3474"	"0.0015"	"a,d"	""	""	""		"0.0000"	"163006"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3P*).4s"	"2P*"	"3/2"		""	"L3602"	
"61.575"	"61.5748"	"0.0015"	"a,d"	""	""	""		"0.0000"	"162404"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3P*).4s"	"2P*"	"1/2"		""	"L3602"	
"62.626"	"62.6260"	"0.0016"	"a"	""	""	""		"0.0000"	"159678"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3P*).4s"	"4P*"	"3/2"		""	"L3602"	
"62.748"	"62.7482"	"0.0016"	"a,d"	""	""	""		"0.0000"	"159367"	"3p6.4s"	"2S"	"1/2"	"3p5.3d.(3P*).4s"	"4P*"	"1/2"		""	"L3602"	
"65.323"	"65.3232"	"0.0013"	"a,w"	""	""	""		"0.0000"	"153085"	"3p6.4s"	"2S"	"1/2"	"3p5.4s2"	"2P*"	"1/2"		""	"L3602"	
"66.222"	"66.2217"	"0.0013"	"a,w"	""	""	""		"0.0000"	"151008"	"3p6.4s"	"2S"	"1/2"	"3p5.4s2"	"2P*"	"3/2"		""	"L3602"	
"67.36"	"67.35"	"0.03"	"6"	""	""	""		"12985.185724"	"161473"	"3p6.4p"	"2P*"	"1/2"	"3p5.(2P*).4s.4p.(3P*)"	"4S"	"3/2"		""	"L11806"	
"67.39"	"67.37"	"0.03"	"23"	""	""	""		"13042.896027"	"161473"	"3p6.4p"	"2P*"	"3/2"	"3p5.(2P*).4s.4p.(3P*)"	"4S"	"3/2"		""	"L11806"	
"69.17"	"69.12"	"0.03"	"2*"	""	""	""		"21536.988"	"166221"	"3p6.3d"	"2D"	"3/2"	"3p5.3d.(3F*).4s"	"4F*"	"3/2"		""	"L11806"	
"69.17"	"69.12"	"0.03"	"2*"	""	""	""		"21534.680"	"166221"	"3p6.3d"	"2D"	"5/2"	"3p5.3d.(3F*).4s"	"4F*"	"3/2"		""	"L11806"	
"72.10"	"72.09"	"0.03"	"27*"	""	""	""		"21536.988"	"160245"	"3p6.3d"	"2D"	"3/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L11806"	
"72.10"	"72.09"	"0.03"	"27*"	""	""	""		"21534.680"	"160245"	"3p6.3d"	"2D"	"5/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L11806"	
"75.29"	"75.27"	"0.04"	"4*"	""	""	""		"27397.077"	"160245"	"3p6.4d"	"2D"	"5/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
"75.29"	"75.27"	"0.04"	"4*"	""	""	""		"27398.147"	"160245"	"3p6.4d"	"2D"	"3/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
"76.90"	"76.89"	"0.04"	"1*"	""	""	""		"30185.7476"	"160245"	"3p6.5d"	"2D"	"3/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
"76.90"	"76.89"	"0.04"	"1*"	""	""	""		"30185.2439"	"160245"	"3p6.5d"	"2D"	"5/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
"77.82"	"77.79"	"0.04"	"1*"	""	""	""		"31696.1661"	"160245"	"3p6.6d"	"2D"	"3/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
"77.82"	"77.79"	"0.04"	"1*"	""	""	""		"31695.9005"	"160245"	"3p6.6d"	"2D"	"5/2"	"3p5.3d.(3P*).4s"	"4P*"	"5/2"		""	"L6105"	
""	"292.83875"	"0.00003"	""	"8.15e+02"	"2.10e-06"	"4.04e-05"	C+	"0.0000"	"34148.4861"	"3p6.4s"	"2S"	"1/2"	"3p6.13p"	"2P*"	"3/2"		"T5436n,extrap"	""	
""	"292.84268"	"0.00003"	""	"4.69e+02"	"6.04e-07"	"1.16e-05"	C+	"0.0000"	"34148.0284"	"3p6.4s"	"2S"	"1/2"	"3p6.13p"	"2P*"	"1/2"		"T5436n,extrap"	""	
""	"294.35300"	"0.00003"	""	"1.13e+03"	"2.93e-06"	"5.68e-05"	C+	"0.0000"	"33972.8148"	"3p6.4s"	"2S"	"1/2"	"3p6.12p"	"2P*"	"3/2"		"T5436n,extrap"	""	
""	"294.35827"	"0.00003"	""	"6.82e+02"	"8.9e-07"	"1.72e-05"	C+	"0.0000"	"33972.2064"	"3p6.4s"	"2S"	"1/2"	"3p6.12p"	"2P*"	"1/2"		"T5436n,extrap"	""	
""	"296.40758"	"0.00003"	""	"1.73e+03"	"4.55e-06"	"8.89e-05"	C+	"0.0000"	"33737.3284"	"3p6.4s"	"2S"	"1/2"	"3p6.11p"	"2P*"	"3/2"		"T5436n,extrap"	""	
""	"296.41488"	"0.00003"	""	"1.10e+03"	"1.45e-06"	"2.83e-05"	C+	"0.0000"	"33736.4979"	"3p6.4s"	"2S"	"1/2"	"3p6.11p"	"2P*"	"1/2"		"T5436n,extrap"	""	
"299.2981"	"299.29905"	"0.00003"	"a"	"3.16e+03"	"8.50e-06"	"1.67e-04"	C+	"0.0000"	"33411.3986"	"3p6.4s"	"2S"	"1/2"	"3p6.10p"	"2P*"	"3/2"		"T5436n,extrap"	"L3287"	
"299.3088"	"299.30952"	"0.00003"	"a"	"2.12e+03"	"2.85e-06"	"5.62e-05"	C+	"0.0000"	"33410.2306"	"3p6.4s"	"2S"	"1/2"	"3p6.10p"	"2P*"	"1/2"		"T5436n,extrap"	"L3287"	
"303.5634"	"303.56452"	"0.00003"	"a"	"6.74e+03"	"1.86e-05"	"3.72e-04"	B	"0.0000"	"32941.9262"	"3p6.4s"	"2S"	"1/2"	"3p6.9p"	"2P*"	"3/2"		"T5436n"	"L3287"	
"303.5794"	"303.58040"	"0.00003"	"a"	"4.78e+03"	"6.60e-06"	"1.32e-04"	C+	"0.0000"	"32940.2030"	"3p6.4s"	"2S"	"1/2"	"3p6.9p"	"2P*"	"1/2"		"T5436n"	"L3287"	
"310.2691"	"310.2689"	"0.0006"	"a"	"1.62e+04"	"4.66e-05"	"9.53e-04"	B+	"0.0000"	"32230.11"	"3p6.4s"	"2S"	"1/2"	"3p6.8p"	"2P*"	"3/2"		"T5436n"	"L3287"	
"310.2951"	"310.2946"	"0.0006"	"a"	"1.22e+04"	"1.76e-05"	"3.60e-04"	C+	"0.0000"	"32227.44"	"3p6.4s"	"2S"	"1/2"	"3p6.8p"	"2P*"	"1/2"		"T5436n"	"L3287"	
"321.8080"	"321.8083"	"0.0006"	"a"	"5.01e+04"	"1.55e-04"	"3.29e-03"	B+	"0.0000"	"31074.40"	"3p6.4s"	"2S"	"1/2"	"3p6.7p"	"2P*"	"3/2"		"T5436n"	"L3287"	
"321.8544"	"321.8549"	"0.0006"	"a"	"4.00e+04"	"6.22e-05"	"1.32e-03"	C+	"0.0000"	"31069.90"	"3p6.4s"	"2S"	"1/2"	"3p6.7p"	"2P*"	"1/2"		"T5436n"	"L3287"	
"344.7364"	"344.7359"	"0.0006"	"a"	"1.65e+05"	"5.89e-04"	"1.34e-02"	B+	"0.0000"	"29007.71"	"3p6.4s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"3/2"		"T5436n"	"L3287"	
"344.8364"	"344.8363"	"0.0006"	"a"	"1.45e+05"	"2.58e-04"	"5.87e-03"	C+	"0.0000"	"28999.27"	"3p6.4s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"1/2"		"T5436n"	"L3287"	
"364.9881"	"364.98819"	"0.00007"	"3"	""	""	""		"0.0000"	"27398.147"	"3p6.4s"	"2S"	"1/2"	"3p6.4d"	"2D"	"3/2"	E2	""	"L6096"	
"365.0021"	"365.00244"	"0.00007"	"4"	""	""	""		"0.0000"	"27397.077"	"3p6.4s"	"2S"	"1/2"	"3p6.4d"	"2D"	"5/2"	E2	""	"L6096"	
"404.5279"	"404.52847"	"0.00008"	"18"	"1.15e+06"	"5.67e-03"	"1.51e-01"	A	"0.0000"	"24720.139"	"3p6.4s"	"2S"	"1/2"	"3p6.5p"	"2P*"	"3/2"		"T5436n"	"L3287"	
"404.8351"	"404.83565"	"0.00008"	"17"	"1.07e+06"	"2.63e-03"	"7.02e-02"	B+	"0.0000"	"24701.382"	"3p6.4s"	"2S"	"1/2"	"3p6.5p"	"2P*"	"1/2"		"T5436n"	"L3287"	
"464.3176"	"464.31748"	"0.00011"	"10"	"1.54e+02"	""	"1.19e+03"	AAA	"0.0000"	"21536.988"	"3p6.4s"	"2S"	"1/2"	"3p6.3d"	"2D"	"3/2"	E2	"T5364"	"L6096"	
"464.3673"	"464.36724"	"0.00011"	"11"	"1.54e+02"	""	"1.78e+03"	AAA	"0.0000"	"21534.680"	"3p6.4s"	"2S"	"1/2"	"3p6.3d"	"2D"	"5/2"	E2	"T5364"	"L6096"	
"474.2240"	"474.224621"	"0.000016"	"4"	"8.0e+04"	"2.7e-04"	"8.4e-03"	E	"12985.185724"	"34072.2393"	"3p6.4p"	"2P*"	"1/2"	"3p6.13s"	"2S"	"1/2"		"T1619extrap,LS"	"L6096"	
