Ntot,S2_tot,V,V_offset,beta,file_mtime,mu_glob,mu_r,mu_s,n_r,n_s,s2_r,s2_s,shift,tp,varsigma
32.0,,1.0,,0.0,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.0,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.0,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
35.0,,1.0,,0.0,1764110114.0,,,,0.3199999999999999,0.38,,,-2.0,1.41421356237,
36.0,,1.0,,0.0,1764110114.0,,,,0.3399999999999999,0.38,,,-2.0,1.41421356237,
37.0,,1.0,,0.0,1764110114.0,,,,0.36,0.38,,,-2.0,1.41421356237,
38.0,,1.0,,0.0,1764110114.0,,,,0.38,0.38,,,-2.0,1.41421356237,
39.0,,1.0,,0.0,1764110114.0,,,,0.4,0.38,,,-2.0,1.41421356237,
40.0,,1.0,,0.0,1764110114.0,,,,0.42,0.38,,,-2.0,1.41421356237,
41.0,,1.0,,0.0,1764110114.0,,,,0.4399999999999999,0.38,,,-2.0,1.41421356237,
42.0,,1.0,,0.0,1764110114.0,,,,0.4599999999999999,0.38,,,-2.0,1.41421356237,
43.0,,1.0,,0.0,1764110114.0,,,,0.48,0.38,,,-2.0,1.41421356237,
44.0,,1.0,,0.0,1764110114.0,,,,0.5,0.38,,,-2.0,1.41421356237,
45.0,,1.0,,0.0,1764110114.0,,,,0.52,0.38,,,-2.0,1.41421356237,
46.0,,1.0,,0.0,1764110114.0,,,,0.54,0.38,,,-2.0,1.41421356237,
47.0,,1.0,,0.0,1764110114.0,,,,0.5599999999999999,0.38,,,-2.0,1.41421356237,
48.0,,1.0,,0.0,1764110114.0,,,,0.58,0.38,,,-2.0,1.41421356237,
49.0,,1.0,,0.0,1764110114.0,,,,0.6,0.38,,,-2.0,1.41421356237,
32.0,,1.0,,0.1,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.1,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.1,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
35.0,,1.0,,0.1,1764110114.0,,,,0.3199999999999999,0.38,,,-2.0,1.41421356237,
36.0,,1.0,,0.1,1764110114.0,,,,0.3399999999999999,0.38,,,-2.0,1.41421356237,
37.0,,1.0,,0.1,1764110114.0,,,,0.36,0.38,,,-2.0,1.41421356237,
38.0,,1.0,,0.1,1764110114.0,,,,0.38,0.38,,,-2.0,1.41421356237,
39.0,,1.0,,0.1,1764110114.0,,,,0.4,0.38,,,-2.0,1.41421356237,
40.0,,1.0,,0.1,1764110114.0,,,,0.42,0.38,,,-2.0,1.41421356237,
41.0,,1.0,,0.1,1764110114.0,,,,0.4399999999999999,0.38,,,-2.0,1.41421356237,
42.0,,1.0,,0.1,1764110114.0,,,,0.4599999999999999,0.38,,,-2.0,1.41421356237,
43.0,,1.0,,0.1,1764110114.0,-0.4150701401702725,-0.4150701401702725,,0.48,0.38,0.685510111551557,,-2.0,1.41421356237,
44.0,,1.0,,0.1,1764110114.0,0.4486333263267353,0.4486333263267353,,0.5,0.38,0.6869366831816535,,-2.0,1.41421356237,
45.0,,1.0,,0.1,1764110114.0,,,,0.52,0.38,,,-2.0,1.41421356237,
46.0,,1.0,,0.1,1764110114.0,,,,0.54,0.38,,,-2.0,1.41421356237,
47.0,,1.0,,0.1,1764110114.0,,,,0.5599999999999999,0.38,,,-2.0,1.41421356237,
48.0,,1.0,,0.1,1764110114.0,,,,0.58,0.38,,,-2.0,1.41421356237,
49.0,,1.0,,0.1,1764110114.0,,,,0.6,0.38,,,-2.0,1.41421356237,
32.0,,1.0,,0.2,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.2,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.2,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
35.0,,1.0,,0.2,1764110114.0,,,,0.3199999999999999,0.38,,,-2.0,1.41421356237,
36.0,,1.0,,0.2,1764110114.0,,,,0.3399999999999999,0.38,,,-2.0,1.41421356237,
37.0,,1.0,,0.2,1764110114.0,,,,0.36,0.38,,,-2.0,1.41421356237,
38.0,,1.0,,0.2,1764110114.0,,,,0.38,0.38,,,-2.0,1.41421356237,
39.0,,1.0,,0.2,1764110114.0,,,,0.4,0.38,,,-2.0,1.41421356237,
40.0,,1.0,,0.2,1764110114.0,,,,0.42,0.38,,,-2.0,1.41421356237,
41.0,,1.0,,0.2,1764110114.0,-0.9657709276125056,-0.9657709276125056,,0.4399999999999999,0.38,0.6568288566644662,,-2.0,1.41421356237,
42.0,,1.0,,0.2,1764110114.0,-0.4934967558551181,-0.4934967558551181,,0.4599999999999999,0.38,0.6632989824148413,,-2.0,1.41421356237,
43.0,,1.0,,0.2,1764110114.0,-0.0237134462165682,-0.0237134462165682,,0.48,0.38,0.6672017622493034,,-2.0,1.41421356237,
44.0,,1.0,,0.2,1764110114.0,0.4449091505013285,0.4449091505013285,,0.5,0.38,0.6685499262057484,,-2.0,1.41421356237,
45.0,,1.0,,0.2,1764110114.0,0.9136414623602064,0.9136414623602064,,0.52,0.38,0.6673491938651205,,-2.0,1.41421356237,
46.0,,1.0,,0.2,1764110114.0,,,,0.54,0.38,,,-2.0,1.41421356237,
47.0,,1.0,,0.2,1764110114.0,,,,0.5599999999999999,0.38,,,-2.0,1.41421356237,
48.0,,1.0,,0.2,1764110114.0,,,,0.58,0.38,,,-2.0,1.41421356237,
49.0,,1.0,,0.2,1764110114.0,,,,0.6,0.38,,,-2.0,1.41421356237,
32.0,,1.0,,0.3,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.3,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.3,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
35.0,,1.0,,0.3,1764110114.0,,,,0.3199999999999999,0.38,,,-2.0,1.41421356237,
36.0,,1.0,,0.3,1764110114.0,,,,0.3399999999999999,0.38,,,-2.0,1.41421356237,
37.0,,1.0,,0.3,1764110114.0,,,,0.36,0.38,,,-2.0,1.41421356237,
38.0,,1.0,,0.3,1764110114.0,,,,0.38,0.38,,,-2.0,1.41421356237,
39.0,,1.0,,0.3,1764110114.0,,,,0.4,0.38,,,-2.0,1.41421356237,
40.0,,1.0,,0.3,1764110114.0,-0.9237298206774484,-0.9237298206774484,,0.42,0.38,0.6206425583805804,,-2.0,1.41421356237,
41.0,,1.0,,0.3,1764110114.0,-0.578584689677098,-0.578584689677098,,0.4399999999999999,0.38,0.6288663931809306,,-2.0,1.41421356237,
42.0,,1.0,,0.3,1764110114.0,-0.2359709762038799,-0.2359709762038799,,0.4599999999999999,0.38,0.6348904272151629,,-2.0,1.41421356237,
43.0,,1.0,,0.3,1764110114.0,0.1050382029422494,0.1050382029422494,,0.48,0.38,0.6387298525977788,,-2.0,1.41421356237,
44.0,,1.0,,0.3,1764110114.0,0.4452900619106461,0.4452900619106461,,0.5,0.38,0.6403099042731472,,-2.0,1.41421356237,
45.0,,1.0,,0.3,1764110114.0,0.7856538922638379,0.7856538922638379,,0.52,0.38,0.6396847728426419,,-2.0,1.41421356237,
46.0,,1.0,,0.3,1764110114.0,,,,0.54,0.38,,,-2.0,1.41421356237,
47.0,,1.0,,0.3,1764110114.0,,,,0.5599999999999999,0.38,,,-2.0,1.41421356237,
48.0,,1.0,,0.3,1764110114.0,,,,0.58,0.38,,,-2.0,1.41421356237,
49.0,,1.0,,0.3,1764110114.0,,,,0.6,0.38,,,-2.0,1.41421356237,
32.0,,1.0,,0.4,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.4,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.4,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
35.0,,1.0,,0.4,1764110114.0,,,,0.3199999999999999,0.38,,,-2.0,1.41421356237,
36.0,,1.0,,0.4,1764110114.0,,,,0.3399999999999999,0.38,,,-2.0,1.41421356237,
37.0,,1.0,,0.4,1764110114.0,,,,0.36,0.38,,,-2.0,1.41421356237,
38.0,,1.0,,0.4,1764110114.0,,,,0.38,0.38,,,-2.0,1.41421356237,
39.0,,1.0,,0.4,1764110114.0,-0.9544645293968094,-0.9544645293968094,,0.4,0.38,0.5757019216484082,,-2.0,1.41421356237,
40.0,,1.0,,0.4,1764110114.0,-0.6696415138180652,-0.6696415138180652,,0.42,0.38,0.5855019105251246,,-2.0,1.41421356237,
41.0,,1.0,,0.4,1764110114.0,-0.3874910714643679,-0.3874910714643679,,0.4399999999999999,0.38,0.5934781994216269,,-2.0,1.41421356237,
42.0,,1.0,,0.4,1764110114.0,-0.107305237712505,-0.107305237712505,,0.4599999999999999,0.38,0.599576758026608,,-2.0,1.41421356237,
43.0,,1.0,,0.4,1764110114.0,0.1716106695652856,0.1716106695652856,,0.48,0.38,0.6037408891179404,,-2.0,1.41421356237,
44.0,,1.0,,0.4,1764110114.0,0.4499448451046474,0.4499448451046474,,0.5,0.38,0.6059641103638375,,-2.0,1.41421356237,
45.0,,1.0,,0.4,1764110114.0,0.7283405153253194,0.7283405153253194,,0.52,0.38,0.6062129489995235,,-2.0,1.41421356237,
46.0,,1.0,,0.4,1764110114.0,,,,0.54,0.38,,,-2.0,1.41421356237,
47.0,,1.0,,0.4,1764110114.0,,,,0.5599999999999999,0.38,,,-2.0,1.41421356237,
48.0,,1.0,,0.4,1764110114.0,,,,0.58,0.38,,,-2.0,1.41421356237,
49.0,,1.0,,0.4,1764110114.0,,,,0.6,0.38,,,-2.0,1.41421356237,
32.0,,1.0,,0.5,1764110114.0,,,,0.26,0.38,,,-2.0,1.41421356237,
33.0,,1.0,,0.5,1764110114.0,,,,0.28,0.38,,,-2.0,1.41421356237,
34.0,,1.0,,0.5,1764110114.0,,,,0.3,0.38,,,-2.0,1.41421356237,
