Ntot,S2_tot,V,V_offset,beta,file_mtime,mu_glob,mu_r,mu_s,n_r,n_s,s2_r,s2_s,shift,tp,varsigma
30,,1.0,,0.0,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.0,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.0,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.0,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.0,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.0,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.0,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.0,1764110114.0,,,,0.39999999999999997,0.34,,,-2.0,1.41421356237,
38,,1.0,,0.0,1764110114.0,,,,0.42,0.34,,,-2.0,1.41421356237,
39,,1.0,,0.0,1764110114.0,,,,0.44,0.34,,,-2.0,1.41421356237,
40,,1.0,,0.0,1764110114.0,,,,0.46,0.34,,,-2.0,1.41421356237,
41,,1.0,,0.0,1764110114.0,,,,0.4799999999999999,0.34,,,-2.0,1.41421356237,
42,,1.0,,0.0,1764110114.0,,,,0.49999999999999994,0.34,,,-2.0,1.41421356237,
43,,1.0,,0.0,1764110114.0,,,,0.52,0.34,,,-2.0,1.41421356237,
44,,1.0,,0.0,1764110114.0,,,,0.54,0.34,,,-2.0,1.41421356237,
45,,1.0,,0.0,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.0,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.0,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.0,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.0,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.0,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.0,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.0,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.1,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.1,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.1,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.1,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.1,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.1,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.1,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.1,1764110114.0,,,,0.39999999999999997,0.34,,,-2.0,1.41421356237,
38,,1.0,,0.1,1764110114.0,,,,0.42,0.34,,,-2.0,1.41421356237,
39,,1.0,,0.1,1764110114.0,,,,0.44,0.34,,,-2.0,1.41421356237,
40,,1.0,,0.1,1764110114.0,,,,0.46,0.34,,,-2.0,1.41421356237,
41,,1.0,,0.1,1764110114.0,-0.415070140170275,-0.415070140170275,,0.4799999999999999,0.34,0.685510111551557,,-2.0,1.41421356237,
42,,1.0,,0.1,1764110114.0,0.4486333263267329,0.4486333263267329,,0.49999999999999994,0.34,0.6869366831816535,,-2.0,1.41421356237,
43,,1.0,,0.1,1764110114.0,,,,0.52,0.34,,,-2.0,1.41421356237,
44,,1.0,,0.1,1764110114.0,,,,0.54,0.34,,,-2.0,1.41421356237,
45,,1.0,,0.1,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.1,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.1,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.1,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.1,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.1,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.1,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.1,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.2,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.2,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.2,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.2,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.2,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.2,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.2,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.2,1764110114.0,,,,0.39999999999999997,0.34,,,-2.0,1.41421356237,
38,,1.0,,0.2,1764110114.0,,,,0.42,0.34,,,-2.0,1.41421356237,
39,,1.0,,0.2,1764110114.0,-0.9657709276125042,-0.9657709276125042,,0.44,0.34,0.6568288566644662,,-2.0,1.41421356237,
40,,1.0,,0.2,1764110114.0,-0.49349675585511676,-0.49349675585511676,,0.46,0.34,0.6632989824148413,,-2.0,1.41421356237,
41,,1.0,,0.2,1764110114.0,-0.02371344621656958,-0.02371344621656958,,0.4799999999999999,0.34,0.6672017622493034,,-2.0,1.41421356237,
42,,1.0,,0.2,1764110114.0,0.4449091505013272,0.4449091505013272,,0.49999999999999994,0.34,0.6685499262057484,,-2.0,1.41421356237,
43,,1.0,,0.2,1764110114.0,0.9136414623602063,0.9136414623602063,,0.52,0.34,0.6673491938651205,,-2.0,1.41421356237,
44,,1.0,,0.2,1764110114.0,,,,0.54,0.34,,,-2.0,1.41421356237,
45,,1.0,,0.2,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.2,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.2,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.2,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.2,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.2,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.2,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.2,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.30000000000000004,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.30000000000000004,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.30000000000000004,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.30000000000000004,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.30000000000000004,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.30000000000000004,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.30000000000000004,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.30000000000000004,1764110114.0,,,,0.39999999999999997,0.34,,,-2.0,1.41421356237,
38,,1.0,,0.30000000000000004,1764110114.0,-0.9237298206774495,-0.9237298206774495,,0.42,0.34,0.6206425583805804,,-2.0,1.41421356237,
39,,1.0,,0.30000000000000004,1764110114.0,-0.578584689677097,-0.578584689677097,,0.44,0.34,0.6288663931809306,,-2.0,1.41421356237,
40,,1.0,,0.30000000000000004,1764110114.0,-0.23597097620387902,-0.23597097620387902,,0.46,0.34,0.6348904272151629,,-2.0,1.41421356237,
41,,1.0,,0.30000000000000004,1764110114.0,0.1050382029422485,0.1050382029422485,,0.4799999999999999,0.34,0.6387298525977788,,-2.0,1.41421356237,
42,,1.0,,0.30000000000000004,1764110114.0,0.44529006191064513,0.44529006191064513,,0.49999999999999994,0.34,0.6403099042731472,,-2.0,1.41421356237,
43,,1.0,,0.30000000000000004,1764110114.0,0.7856538922638379,0.7856538922638379,,0.52,0.34,0.6396847728426419,,-2.0,1.41421356237,
44,,1.0,,0.30000000000000004,1764110114.0,,,,0.54,0.34,,,-2.0,1.41421356237,
45,,1.0,,0.30000000000000004,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.30000000000000004,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.30000000000000004,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.30000000000000004,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.30000000000000004,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.30000000000000004,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.30000000000000004,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.30000000000000004,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.4,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.4,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.4,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.4,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.4,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.4,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.4,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.4,1764110114.0,-0.9544645293968101,-0.9544645293968101,,0.39999999999999997,0.34,0.5757019216484082,,-2.0,1.41421356237,
38,,1.0,,0.4,1764110114.0,-0.669641513818066,-0.669641513818066,,0.42,0.34,0.5855019105251245,,-2.0,1.41421356237,
39,,1.0,,0.4,1764110114.0,-0.3874910714643671,-0.3874910714643671,,0.44,0.34,0.593478199421627,,-2.0,1.41421356237,
40,,1.0,,0.4,1764110114.0,-0.10730523771250428,-0.10730523771250428,,0.46,0.34,0.599576758026608,,-2.0,1.41421356237,
41,,1.0,,0.4,1764110114.0,0.1716106695652848,0.1716106695652848,,0.4799999999999999,0.34,0.6037408891179404,,-2.0,1.41421356237,
42,,1.0,,0.4,1764110114.0,0.4499448451046466,0.4499448451046466,,0.49999999999999994,0.34,0.6059641103638375,,-2.0,1.41421356237,
43,,1.0,,0.4,1764110114.0,0.7283405153253194,0.7283405153253194,,0.52,0.34,0.6062129489995235,,-2.0,1.41421356237,
44,,1.0,,0.4,1764110114.0,,,,0.54,0.34,,,-2.0,1.41421356237,
45,,1.0,,0.4,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.4,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.4,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.4,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.4,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.4,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.4,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.4,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.5,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.5,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.5,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.5,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.5,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.5,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.5,1764110114.0,,,,0.37999999999999995,0.34,,,-2.0,1.41421356237,
37,,1.0,,0.5,1764110114.0,-0.7663076958580151,-0.7663076958580151,,0.39999999999999997,0.34,0.5364929145973308,,-2.0,1.41421356237,
38,,1.0,,0.5,1764110114.0,-0.5178292334476805,-0.5178292334476805,,0.42,0.34,0.5462408249103917,,-2.0,1.41421356237,
39,,1.0,,0.5,1764110114.0,-0.2716973810558544,-0.2716973810558544,,0.44,0.34,0.554443538341,,-2.0,1.41421356237,
40,,1.0,,0.5,1764110114.0,-0.027278494361429775,-0.027278494361429775,,0.46,0.34,0.5610468757693176,,-2.0,1.41421356237,
41,,1.0,,0.5,1764110114.0,0.21599855179895228,0.21599855179895228,,0.4799999999999999,0.34,0.5659737644241778,,-2.0,1.41421356237,
42,,1.0,,0.5,1764110114.0,0.45867971562471416,0.45867971562471416,,0.49999999999999994,0.34,0.5691191631907963,,-2.0,1.41421356237,
43,,1.0,,0.5,1764110114.0,0.7013216966738479,0.7013216966738479,,0.52,0.34,0.5704998768650504,,-2.0,1.41421356237,
44,,1.0,,0.5,1764110114.0,0.9445000190125559,0.9445000190125559,,0.54,0.34,0.5699410717342565,,-2.0,1.41421356237,
45,,1.0,,0.5,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.5,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.5,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.5,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.5,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
50,,1.0,,0.5,1764110114.0,,,,0.6599999999999999,0.34,,,-2.0,1.41421356237,
51,,1.0,,0.5,1764110114.0,,,,0.6799999999999999,0.34,,,-2.0,1.41421356237,
52,,1.0,,0.5,1764110114.0,,,,0.7,0.34,,,-2.0,1.41421356237,
30,,1.0,,0.6,1764110114.0,,,,0.25999999999999995,0.34,,,-2.0,1.41421356237,
31,,1.0,,0.6,1764110114.0,,,,0.27999999999999997,0.34,,,-2.0,1.41421356237,
32,,1.0,,0.6,1764110114.0,,,,0.3,0.34,,,-2.0,1.41421356237,
33,,1.0,,0.6,1764110114.0,,,,0.32,0.34,,,-2.0,1.41421356237,
34,,1.0,,0.6,1764110114.0,,,,0.34,0.34,,,-2.0,1.41421356237,
35,,1.0,,0.6,1764110114.0,,,,0.35999999999999993,0.34,,,-2.0,1.41421356237,
36,,1.0,,0.6,1764110114.0,-0.8687678936208497,-0.8687678936208497,,0.37999999999999995,0.34,0.4847082898728124,,-2.0,1.41421356237,
37,,1.0,,0.6,1764110114.0,-0.6402966320400783,-0.6402966320400783,,0.39999999999999997,0.34,0.4959568182038004,,-2.0,1.41421356237,
38,,1.0,,0.6,1764110114.0,-0.41458872933294794,-0.41458872933294794,,0.42,0.34,0.5060623732684518,,-2.0,1.41421356237,
39,,1.0,,0.6,1764110114.0,-0.1911439420081594,-0.1911439420081594,,0.44,0.34,0.5148785161299542,,-2.0,1.41421356237,
40,,1.0,,0.6,1764110114.0,0.030567745364572244,0.030567745364572244,,0.46,0.34,0.5222648327746476,,-2.0,1.41421356237,
41,,1.0,,0.6,1764110114.0,0.25111073531133205,0.25111073531133205,,0.4799999999999999,0.34,0.528144740071367,,-2.0,1.41421356237,
42,,1.0,,0.6,1764110114.0,0.4709797810727375,0.4709797810727375,,0.49999999999999994,0.34,0.5324161715704094,,-2.0,1.41421356237,
43,,1.0,,0.6,1764110114.0,0.6906669847679243,0.6906669847679243,,0.52,0.34,0.5349923070543083,,-2.0,1.41421356237,
44,,1.0,,0.6,1764110114.0,0.910682810620496,0.910682810620496,,0.54,0.34,0.535763664471787,,-2.0,1.41421356237,
45,,1.0,,0.6,1764110114.0,,,,0.56,0.34,,,-2.0,1.41421356237,
46,,1.0,,0.6,1764110114.0,,,,0.5800000000000001,0.34,,,-2.0,1.41421356237,
47,,1.0,,0.6,1764110114.0,,,,0.5999999999999999,0.34,,,-2.0,1.41421356237,
48,,1.0,,0.6,1764110114.0,,,,0.6199999999999999,0.34,,,-2.0,1.41421356237,
49,,1.0,,0.6,1764110114.0,,,,0.6399999999999999,0.34,,,-2.0,1.41421356237,
